,Source URL,Sentence (or small snippets of text),"Logical Fallacy Types
Key separators: "" & "" to connect multiple logical fallacies, 
"" > "" to connect hierarchies of logical fallacy types, and 
"" / "" to connect synonyms of each other",Explanations,Exception,Logical Form,Definition,Tips,Other_name
359,https://www.logicallyfallacious.com/logicalfallacies/Non-Sequitur,"Buddy Burger has the greatest food in town.  Buddy Burger was voted #1 by the local paper.  Therefore, Phil, the owner of Buddy Burger, should run for president of the United States.",Non Sequitur," I bet Phil makes one heck of a burger, but it does not follow that he should be president.",,,,,
360,https://www.logicallyfallacious.com/logicalfallacies/Notable-Effort,"Judge: In all my years as a federal judge I have never seen a defendant make such a good effort to prove his innocence.  As a result, I rule for the defendant.
",Notable Effort, The fact that the defendant made a good effort to prove his innocence means nothing to the fact that he is actually innocent or not—unless he succeeded in his efforts.  The judge's ruling would be based on emotion and not reason.," As long as the effort is unrelated to the truth of the claim, there are no exceptions.","Person 1 made a notable effort to prove Y.
Therefore, Y is true."," Accepting good effort as a valid reason to accept the truth of the conclusion, even though the effort is unrelated to the truth.",, “E” is for effort)
361,https://www.logicallyfallacious.com/logicalfallacies/Notable-Effort,"How can you possibly deny his claim?  William wrote an entire book trying to explain why he thinks his claim is true.  Therefore, it must be true.",Notable Effort, The fact that William made a notable effort to prove his claim does not mean that he did.,,,,,
362,https://www.logicallyfallacious.com/logicalfallacies/nutpicking-fallacy.html," Politically ideological individuals on social media consistently post quotes, articles, and stories about the heroes on their side of the political spectrum and villains on the other side in an attempt to influence public perception of their political adversaries. The implied message is, “See, this is what the liberals, are like and this is what the conservatives are like.”Example #2: After the killing of George Floyd, the police officer responsible has been presented by those calling to defund the police as a strong representative of the police in the United States. This representation triggers people’s availability bias resulting in an inaccurate view of police in general. At the same time, FOX News will report on hero cops who save babies, get killed in the line of duty, and replace broken refrigerators for senior citizens. Neither of these portrayals is typical or a strong representation of police in general.
",Nutpicking Fallacy,," As Stephen Woodford points out in his video in the reference, sometimes “nuts” permeate the group to the extent that the “nut” is typical of the group. An example is flat-earthers. I say that unapologetically.","Person X is presented as a typical or strong representative of group Y.
Person X is actually an atypical or weak member of group Y.
Therefore, Person X is seen as a typical or strong representative of group Y.", When someone presents an atypical or weak member of a group as if they are a typical or strong representative.,,
363,https://www.logicallyfallacious.com/logicalfallacies/nutpicking-fallacy.html," After the killing of George Floyd, the police officer responsible has been presented by those calling to defund the police as a strong representative of the police in the United States. This representation triggers people’s availability bias resulting in an inaccurate view of police in general. At the same time, FOX News will report on hero cops who save babies, get killed in the line of duty, and replace broken refrigerators for senior citizens. Neither of these portrayals is typical or a strong representation of police in general.Exception: As Stephen Woodford points out in his video in the reference, sometimes “nuts” permeate the group to the extent that the “nut” is typical of the group. An example is flat-earthers. I say that unapologetically.
Variation: A variation of this fallacy is overextended outrage. Essentially, this is like picking the nuts for the purpose of expressing or inciting outrage toward an entire group.
Fun Fact: I have heard a couple of people refer to the cherry picking fallacy as the nutpicking fallacy. Review the cherry picking fallacy and you will see that there are notable differences.
References:
Rationality Rules: https
",Nutpicking Fallacy,,,,,,
364,https://www.logicallyfallacious.com/logicalfallacies/Overextended-Outrage,"FAUX News runs a story about an illegal immigrant who committed a horrible crime. The commentators talk about this case for weeks, expressing outrage about the serious danger illegal immigrants pose to the good people of the United States.",Overextended Outrage," Violent crime by illegal immigrants is rarer than violent crime committed by U.S. citizens [1]. However, if the narrative a media outlet is trying to sell is that illegal immigrants are dangerous, then they can influence public opinion by inferring that one example of such violence is characteristic of the group. Expressing outrage is a way to make the influence even more effective."," There is no exception. If it is ""overextended,"" then the problem is being exaggerated, and a group of people is unfairly demonized.","Person 1 does something bad.
Person 1 is a member of group X.
Outrage is expressed towards group X."," This is a form of poor statistical thinking where one or more statistically rare cases are implied to be the norm or the trend (without evidence) for the purpose of expressing or inciting outrage toward an entire group. It is a form of extreme stereotyping (the fallacy), based on the cognitive bias known as the group attribution error.",," overextended moral outrage, overextended political outrage)"
365,https://www.logicallyfallacious.com/logicalfallacies/Overextended-Outrage,"The Huffaluf Post runs a story about a Republican who assaulted a Muslim woman and told her to ""go back where she came from."" The story is shared millions of times and picked up by other liberal media outlets. Liberals are discussing this story on social media saying how outraged they are at Republicans for their hatred of Muslims.",Overextended Outrage," People and the media (biased media) tend to associate a physical or social identity to the perpetrator of a crime for the purpose of damaging the group's public perception. Why a ""Republican"" man? How many Republicans are assaulting Muslim women? How many Democrats are? The data are ignored for the benefit of the narrative being sold.",,,,,
366,https://www.logicallyfallacious.com/logicalfallacies/Oversimplified-Cause-Fallacy,"P1. Lead poisoning can contribute to violent behavior.
P2. Many inner city children have dangerous levels of lead in their blood.
C. Therefore, violent crime in the inner city can be solved by curing the lead problem.",Oversimplified Cause Fallacy," We already established that lead poisoning can contribute to violent behavior (note the probabilistic language). This means that there is some unspecified chance. We are taking an unreasonable leap in suggesting that violent crime can be solved (binary language) by curing the lead problem. And, in case you missed it, there is question begging here in assuming that violent behavior leads to violent crime.",,"X is a contributing factor to Y.
X and Y are present.
Therefore, to remove Y, remove X."," When a contributing factor is assumed to be the cause, or when a complex array of causal factors is reduced to a single cause. It is a form of simplistic thinking that implies something is either a cause, or it is not. It overlooks the important fact that, especially when referring to human behavior, causes are very complex and multi-dimensional.",,
367,https://www.logicallyfallacious.com/logicalfallacies/Oversimplified-Cause-Fallacy,"P1. A sedentary lifestyle contributes to obesity.
P2. People have become more sedentary in the last few decades.
C. Therefore, the rise in obesity can be fixed by people getting more exercise.",Oversimplified Cause Fallacy," We made the leap from ""contributes"" to ""can be fixed."" At best, we can conclude that the problem of obesity can be mitigated by people getting more exercise.",,,,,
368,https://www.logicallyfallacious.com/logicalfallacies/Oversimplified-Cause-Fallacy,"P1. Smoking has been empirically proven to cause lung cancer.
C. Therefore, if we eradicate smoking, we will eradicate lung cancer.",Oversimplified Cause Fallacy," Even though it is reasonable to consider smoking a ""cause"" of lung cancer versus a ""contributing factor"" to lung cancer, assuming it is the only cause is fallacious.",,,,,
369,https://www.logicallyfallacious.com/logicalfallacies/Overwhelming-Exception,"Besides charities, comfort, community cohesion, rehabilitation, and helping children learn values, religion poisons everything.",Overwhelming Exception," Besides being a self-refuting statement, the listing of the ways religion does not poison everything, is a clear indicator that the claim is false, or at best, very weak."," The fewer exceptions, the less overwhelming, the less likely the fallacy.","Claim A is made.
Numerous exceptions to claim A are made.
Therefore, claim A is true."," A generalization that is technically accurate, but has one or more qualifications which eliminate so many cases that the resulting argument is significantly weaker than the arguer implies.  In many cases, the listed exceptions are given in place of evidence or support for the claim, not in addition to evidence or support for the claim.",,
370,https://www.logicallyfallacious.com/logicalfallacies/Overwhelming-Exception,"Our country is certainly in terrible shape.  Sure, we still have all kinds of freedoms, cultural diversity, emergency rooms and trauma care, agencies like the FDA out to protect us, the entertainment industry, a free market, national parks, we are considered the most powerful nation in the world, have amazing opportunities, and free public education, but still...",Overwhelming Exception," We have many reasons supporting the opposite claim -- that this country is in great shape still, or at least that it is not in terrible shape.  By the time all the reasons are listed, the original claim of our country being in terrible shape is a lot less agreeable.",,,,,
371,https://www.logicallyfallacious.com/logicalfallacies/Package-Deal-Fallacy,"Michael is part of the Jackson Five.  Without Tito and company, he will never make it.",Package-Deal Fallacy," Michael Jackson was sure great in the Jackson Five, but as history proves, he was legendary on his own.  Assuming he would not make it on his own is a judgment call not founded on evidence or reason."," An exception can be made for personal tastes.
I can’t even imagine eating just a peanut-butter sandwich without jelly (or Fluff).","X and Y usually go together.
Therefore, X or Y cannot be separated."," Assuming things that are often grouped together must always be grouped together, or the assumption that the ungrouping will have significantly more severe effects than anticipated.",, false conjunction)
372,https://www.logicallyfallacious.com/logicalfallacies/Package-Deal-Fallacy,"If indoor smoking laws are passed for bars, the bars will go out of business since people who drink, smoke while they drink.",Package-Deal Fallacy," This was a common argument against the banning of indoor smoking for bars and other drinking establishments.  The fear of separating smoking and drinking arose from the fear of going out of business, not from statistical data or any other evidence that would normally be deemed reasonable.  Many years later, it appears that the smoking ban had no significant impact on these kinds of establishments.[1]",,,,,
373,https://www.logicallyfallacious.com/logicalfallacies/Poisoning-the-Well,"Tim: Boss, you heard my side of the story why I think Bill should be fired and not me.  Now, I am sure Bill is going to come to you with some pathetic attempt to weasel out of this lie that he has created.
",Poisoning the Well," Tim is poisoning the well by priming his boss by attacking Bill’s character, and setting up any defense Bill might present as “pathetic”.  Tim is using this fallacious tactic here, but if the boss were to accept Tim’s advice about Bill, she would be committing the fallacy."," Remember that if a person states facts relevant to the argument, it is not an ad hominem (abusive) attack.  In the first example, if the other “poison” were left out, no fallacy would be committed.","Adverse information (be it true or false) about person 1 is presented.
Therefore, the claim(s) of person 1 will be false."," To commit a preemptive ad hominem (abusive) attack against an opponent.  That is, to prime the audience with adverse information about the opponent from the start, in an attempt to make your claim more acceptable or discount the credibility of your opponent’s claim.",," discrediting, smear tactics, appeal to ethos [form of])"
374,https://www.logicallyfallacious.com/logicalfallacies/Poisoning-the-Well,"I hope I presented my argument clearly.  Now, my opponent will attempt to refute my argument by his own fallacious, incoherent, illogical version of history.",Poisoning the Well," Not a very nice setup for the opponent.  As an audience member, if you allow any of this “poison” to affect how you evaluate the opponent’s argument, you are guilty of fallacious reasoning.",,,,,
375,https://www.logicallyfallacious.com/logicalfallacies/Political-Correctness-Fallacy,"Racial/cultural profiling at airports is wrong.  An adult, middle-eastern male is just as likely to be a terrorist as a four-year-old American girl.",Political Correctness Fallacy," While many things are possible, including a four-year-old American girl being a terrorist, profiling works on probabilities. Inserting political correctness here goes against reason in asserting that every person is just as likely to be a terrorist.", See above.,"Claim A is politically incorrect.
Therefore, claim A is false."," This is a common one in recent history.  It is the assumption or admission that two or more groups, individuals, or ideas of groups or individuals, are equal, of equal value, or both true, based on the recent phenomenon of political correctness, which is defined as, a term which denotes language, ideas, policies, and behavior seen as seeking to minimize social and institutional offense in occupational, gender, racial, cultural, sexual orientation, certain other religions, beliefs or ideologies, disability, and age-related contexts, and, as purported by the term, doing so to an excessive extent.
This can be seen as an over-correction of stereotyping (the fallacy).",, PC fallacy)
376,https://www.logicallyfallacious.com/logicalfallacies/Political-Correctness-Fallacy,"The masked individual who committed the crime was about 6’2”, and took down four male security guards by hand.  It is just as likely that the criminal was a woman.",Political Correctness Fallacy," While it is certainly possible that a 6’2” female martial-arts master is the criminal, it is highly unlikely, and it would be a waste of resources to question an even number of men and women based on the desire not to discriminate.",,,,,
377,https://www.logicallyfallacious.com/logicalfallacies/Political-Correctness-Fallacy,"Everyone is entitled to his or her own religious beliefs.  So if dancing in the streets naked is part of their ritual, we must extend them that right.",Political Correctness Fallacy, Are any and all religiously-based behaviors acceptable?  Must we allow all expression of religion?  Where do we draw the line and why?,,,,,
378,https://www.logicallyfallacious.com/logicalfallacies/Political-Correctness-Fallacy,"Sacrificing virgins is part of that tribe's culture and heritage.  Therefore, it is just as acceptable as our culture’s tradition of eating a hot dog at a baseball game.",Political Correctness Fallacy," Here we enter the realm of morality and choose to protect a “cultural belief” over saving the life of a young girl. 
These examples—and this fallacy—are very controversial.  Like all fallacies, arguments need to be made.  I am making an argument that PC can be a fallacy in many cases.  You might agree, you might disagree.  In either case, be prepared to argue for your position with valid reasons.",,,,,
379,https://www.logicallyfallacious.com/post-hoc.html," Doug is convinced he has lucky underwear. One time when he forgot to put on his lucky underwear, he got a parking ticket. Doug concludes that because he forgot to wear his lucky underwear, he got the ticket. Doug doesn't wash his lucky underwear often. This part isn't relevant to the example, but it is disturbing nonetheless.",Post Hoc," Doug is not making any attempts to determine the most probabilistic causal factors for getting the parking ticket. Instead, largely because of the confirmation bias, he is making a claim of causality based on the order of events (first he forgot his lucky underwear, then he got the ticket.)"," If one claims that Y caused X by adding additional details that properly establish causality, this fallacy would not apply.","Y occurred, then X occurred.
Therefore, Y caused X.
"," Claiming that because event Y followed event X, event Y must have been caused by event X, without properly establishing causality.",," after this, therefore because of this, post hoc rationalization)"
380,https://www.logicallyfallacious.com/post-hoc.html," Tony: I bought a book on the law of attraction and two days later I won $30k in a lottery. I wasn’t a believer of the law of attraction before, but now I am!
",Post Hoc," Although Tony bought the lottery ticket prior to buying the book, he believes that the act of wanting to win badly enough caused him to win the lottery, because first came the desire, then the win. The fact is, there is no evidence that his desire had any effect on the win whatsoever. To suggest this is the case, in addition to ad hoc reasoning, would be magical thinking since there is no naturalistic mechanism that could account for his desire resulting in his win.",,,,,
381,https://www.logicallyfallacious.com/logicalfallacies/Post-Designation,"In looking at the records of my students, I have found that 9 out of 10 are an only child.  Therefore, society is moving towards one-child families.",Post-Designation," When you start looking at data with no expectations, anything goes, and any data due to random, statistical anomalies will stand out as “odd”.  In this case, the fact that 9 out of 10 kids don’t have siblings is outside of the norm, but that is the nature of probability.  If you were hypothesizing that most kids don’t have siblings, and you found this data, then it would provide more of a reason to do further research in making a more justified conclusion. "," At times, truth is revealed in data whether we look for it or not, but we need to realize that meaningless statistical anomalies are to be expected when looking at data.","A sample from a data set is drawn.
A correlation is found that was not looked at nor is it statistically surprising.
The correlation is seen as being meaningful."," Drawing a conclusion from correlations observed in a given sample, but only after the sample has already been drawn, and without declaring in advance what correlations the experimenter was expecting to find.",, fishing for data)
382,https://www.logicallyfallacious.com/logicalfallacies/Post-Designation,"In looking at the difference between 100 Christians and 100 atheists, we found that Christians were significantly more likely to eat tuna fish.",Post-Designation," When you fish for data, you are bound to catch something -- in this case, tuna.  Notice that because we were looking for anything, we are bound to find it.",,,,,
383,https://www.logicallyfallacious.com/logicalfallacies/pragmatic-fallacy.html,"Starbeam: Of course, astrology is true!
Nate: How do you know this?
Starbeam: Because on the days I forget to consult my horoscope, things always go wrong.
",Pragmatic Fallacy," Astrology is a pseudoscience that claims divine information about human affairs and terrestrial events by studying the movements and relative positions of celestial objects. Starbeam is almost certainly experiencing a host of cognitive biases, including the confirmation bias, where she notices the things that go wrong and ignores all that goes right on the days she forgets to read her horoscope. There is also likely some self-fulfilling prophecy going on where she interprets things that happen to her in a negative light, allowing her to maintain the belief in the power of horoscopes. Starbeam is committing the pragmatic fallacy because she is claiming astrology is true due to her “evidence” that horoscopes work for her."," This is not a fallacy when what is claimed to be true is the fact that something “works,” and works is defined subjectively (i.e., works for the person and not for everyone). For example, it is fair to say that prayer “works” when “works” is defined as giving (some) people a sense of peace and comfort.","I believe X is true.
Believing in X results in practical benefit Y.
Therefore, X is true."," Claiming that something is true because the person making the claim has experienced, or is referring to someone who has experienced, some practical benefit from believing the thing to be true. The practical benefit is often summarized as “it works.” The person is confusing the truth-value of the claim with the results from believing the claim to be true.",, appeal to practicality)
384,https://www.logicallyfallacious.com/logicalfallacies/pragmatic-fallacy.html," People all over the world under different religions that believe in all kinds of gods claim that their particular religion is true because of how believing in their religion makes them feel, the practical benefits they get from being a member of that religion (e.g., community support, social programs, etc.), their belief that they are loved, and more.",Pragmatic Fallacy," All of these reasons as to why religion “works” might be sufficient for why believing in a religion can be good  but these reasons do not address the truth-claims the religion makes about the existence of gods, angels, an afterlife, a soul, and similar claims of existence.",,,,,
385,https://www.logicallyfallacious.com/logicalfallacies/Prejudicial-Language,"All good Catholics know that impure thoughts are the work of the devil, and should be resisted at all costs.",Prejudicial Language," The phrase “all good Catholics” is the loaded or prejudicial language being used.  The implication is that Catholics who don’t resist impure thoughts are “bad Catholics”, which is not fair -- they may just not be as strong willed, or perhaps they don’t agree with the Church's views on sex."," This is often used for motivation, but even if the intent is honorable, it is still fallacious.","Claim A is made using loaded or emotive terms.
Therefore, claim A is true.", Loaded or emotive terms used to attach value or moral goodness to believing the proposition.,, variant imagization)
386,https://www.logicallyfallacious.com/logicalfallacies/Prejudicial-Language,Students who want to succeed in life will do their homework each and every night.,Prejudicial Language," The assertion is that students who don’t do their homework every night don’t want to succeed in life, which is bad reasoning.  Perhaps the student is sick one night, tired, doesn’t understand the work, or was busy making out with his father’s secretary in the office supply closet next to the memo pads.  The point is, dad, you cannot assume that just because I skipped homework a few nights that it means I didn’t want to succeed in life!",,,,,
387,https://www.logicallyfallacious.com/logicalfallacies/Proof-Surrogate,"Jose writes that ""people are mostly good at heart."" The author is simply wrong.",Proof Surrogate," The arguer states that the author is ""simply wrong"" yet offers no reasons. Words and phrases such as ""simply,"" ""obviously,"" ""without question,"" etc., are indicators that no such evidence will be presented."," Claims that are universally accepted as self-evident truths don't apply.
If you put your penis in a wood chipper, it's going to hurt.","Claim X is made.
Claim X is expressed in such a way where no evidence is forthcoming, or no requests for evidence are welcome.
Therefore, X is true."," A claim masquerading as proof or evidence, when no such proof or evidence is actually being offered.",,
388,https://www.logicallyfallacious.com/logicalfallacies/Proof-Surrogate,Politician X is crooked—this is an indisputable fact known by everyone except politician X's supporters.,Proof Surrogate," The language ""this in an indisputable fact"" is a surrogate for the evidence showing that politician X is crooked.",,,,,
389,https://www.logicallyfallacious.com/logicalfallacies/Proof-by-Intimidation,"Professor Xavier says that the egg certainly came before the chicken.  He won the Nobel prize last year for his work in astronomy, and the MMA world championship -- so I don’t dare question his claim. ",Proof by Intimidation," Professor X sure sounds like a brilliant and tough guy, but that is not evidence for his claim."," If you live in a state where you can be killed for asking questions, then this is not a fallacy, but a survival technique.","Claim A is made by person 1.
Person 1 is very intimidating.
Therefore, claim A is true."," Making an argument purposely difficult to understand in an attempt to intimidate your audience into accepting it, or accepting an argument without evidence or being intimidated to question the authority or a priori assumptions of the one making the argument.",," proof by verbosity, fallacy of intimidation)"
390,https://www.logicallyfallacious.com/logicalfallacies/Proof-by-Intimidation,"Dr. Professor Pete said, with the utmost eloquence, masterful stage presence, and unshakable confidence, that 1+1=3.  Therefore, 1+1=3.",Proof by Intimidation," Despite the intellectually intimidating presence of Dr. Professor Pete, 1+1 still equals 2.",,,,,
391,https://www.logicallyfallacious.com/logicalfallacies/Proving-Non-Existence,"God exists.  Until you can prove otherwise, I will continue to believe that he does.",Proving Non-Existence," There are decent reasons to believe in the existence of God, but, “because the existence of God cannot be disproven”, is not one of them."," If Ron were to say, “That is impossible”, “there is no way you are being visited”, or make some other claim that rules out any possibility no matter how remote (or crazy), then Sheila would be in the right to ask him for proof -- as long as she is making a point that he cannot know that for certain, and not actually expecting him to produce proof.","I cannot prove that X exists, so you prove that it doesn’t.
If you can’t, X exists."," Demanding that one proves the non-existence of something in place of providing adequate evidence for the existence of that something.  Although it may be possible to prove non-existence in special situations, such as showing that a container does not contain certain items, one cannot prove universal or absolute non-existence.",,
392,https://www.logicallyfallacious.com/logicalfallacies/Proving-Non-Existence,"Sheila: I know Elvis’ ghost is visiting me in my dreams.
Ron: Yeah, I don’t think that really is his ghost.
Sheila: Prove that it’s not!
",Proving Non-Existence," Once again we are dealing with confusion of probability and possibility.  The inability to, “prove”, in any sense of the word, that the ghost of Elvis is not visiting Sheila in her dreams is an impossible request because there is no test that proves the existence and presence of a ghost, so no way to prove the negative or the non-existence.  It is up to Sheila to provide proof of this claim, or at least acknowledge that actually being visited by Elvis’ ghost is just a possibility, no matter how slim that possibility is.",,,,,
393,https://www.logicallyfallacious.com/logicalfallacies/Psychogenetic-Fallacy,"George: Man, those girls are smokin' hot!
Derek: No, they're not. You're a victim of the cheerleader effect. When girls are together in a group, each girl looks a lot better than if you were to see her without the other girls.
",Psychogenetic Fallacy," Besides the fact that ""smokin' hot"" is a subjective evaluation, meaning that the girls could be hot to George but not Derek, Derek is assuming George's evaluation is wrong because of the psychological effect known as the cheerleader effect."," The more extraordinary the argument or claim, the more reasonable it is to assume a psychological effect is involved. However, even in the most extraordinary of claims, the effect should only be proposed, not assumed.","Person 1 makes argument X.
Person 1 made argument X because of the psychological reason Y.
Therefore, X is not true."," Inferring some psychological reason why an argument is made then assuming it is invalid, as a result.",,
394,https://www.logicallyfallacious.com/logicalfallacies/Psychogenetic-Fallacy,"Lucas: I remember when I was about three years old my mother saved me from almost being eaten by a shark.
Katie: I doubt that. What you are experiencing is what cognitive psychologists refer to as a ""false memory.""
",Psychogenetic Fallacy," There are two problems here that make Katie guilty of fallacious reasoning. First, she is assuming Lucas' story is not true because of a false memory. Second, she is phrasing this objection with unwarranted confidence.",,,,,
395,https://www.logicallyfallacious.com/logicalfallacies/Quantifier-Shift-Fallacy,"Everybody has a mother.
Therefore, there is some woman out there who is the mother of us all.",Quantifier-Shift Fallacy," While it is true that everyone has (or had) a mother, the term “mother” is not a singular term that is shared -- it is implied that it is a category in which many mothers reside.  The conclusion is asserting the opposite of the meaning -- that there is actually just one mother shared by everyone.  This form of reasoning is invalid; therefore, fallacious.",,"Every X has a related Y.
Therefore, there is some Y related to every X.", A fallacy of reversing the order of two quantifiers.,, illicit quantifier shift)
396,https://www.logicallyfallacious.com/logicalfallacies/Quantifier-Shift-Fallacy,"Everybody has a brain.
Therefore, there is a single brain we all share.",Quantifier-Shift Fallacy," Everybody has his or her own brain, not one we all share.  Although I have met many people who seem not to have their own brain.  This form of reasoning is invalid; therefore, fallacious.",,,,,
397,https://www.logicallyfallacious.com/logicalfallacies/Quantum-Physics-Fallacy,"Depook: Quantum physics provides evidence that a cosmic consciousness exists.
Sam: ???
",Quantum Physics Fallacy," Sam knows nothing about quantum physics, so really cannot respond, yet Depook did not establish an argument as to how it provides evidence, he just made the assertion. "," Making a scientific claim about quantum physics, using the scientific method, is not fallacious.","Quantum physics supports the idea that X is Y.
Therefore, X is Y.
(although quantum physics supports no such thing)"," Using quantum physics in an attempt to support your claim, when in no way is your claim related to quantum physics.  One can also use the weirdness of the principles of quantum physics to cast doubt on the well-established laws of the macro world.
Perhaps the greatest mind in quantum physics, Richard Feynman, once said, “I think I can safely say that nobody understands quantum mechanics,” and he is probably right.  People recognize that this is perhaps the most bizarre, paradoxical, and incomprehensible area of study, that is also a respectable science.  So, if you can manage to connect the truth of your argument to quantum physics, it would be unlikely that there would be many people who know enough about quantum physics to assert that your connection is invalid. Thus your argument gains credibility out of ignorance.
The mysterious nature of quantum physics is a breeding ground for superstition, religious claims, “proof” of God, universal consciousness, and many other unfalsifiable claims. ",, appeal to quantum physics)
398,https://www.logicallyfallacious.com/logicalfallacies/Quantum-Physics-Fallacy,"Depook: Quantum physics is the language of God.  It has been shown that quantum particles contain information that can instantly communicate information over any distance, anywhere in or outside the universe.
Sam: ???
",Quantum Physics Fallacy," Sam knows nothing about quantum physics, so really cannot respond.  Depook did expand on his assertion here, relied on the argument by gibberish in order to make what sounded like scientific claims which, in fact, were not.  According to everything we know about quantum physics, information cannot travel faster than light -- otherwise, it could create a time travel paradox.",,,,,
399,https://www.logicallyfallacious.com/logicalfallacies/Questionable-Cause,"Every time I go to sleep, the sun goes down.  Therefore, my going to sleep causes the sun to set.",Questionable Cause, I hope the fallacious reasoning here is very clear and needs no explanation. ," When strong evidence is provided for causation, it is not a fallacy.","A is regularly associated with B; therefore, A causes B."," Concluding that one thing caused another, simply because they are regularly associated.",," butterfly logic, ignoring a common cause, neglecting a common cause, confusing correlation and causation, confusing cause and effect, false cause, third cause, third-cause fallacy, juxtaposition [form of], reversing causality/wrong direction [form of])"
400,https://www.logicallyfallacious.com/logicalfallacies/Questionable-Cause,"Many homosexuals have AIDS. Therefore, homosexuality causes AIDS.",Questionable Cause," While AIDS is found in a much larger percentage of the homosexual population than in the heterosexual population, we cannot conclude that homosexuality is the cause of AIDS, any more than we can conclude that heterosexuality is the cause of pregnancy.",,,,,
401,https://www.logicallyfallacious.com/logicalfallacies/Rationalization,"I can’t go with you to that opera because I have a deadline at work coming up, plus I need to wash my hair that night.",Rationalization," The real reason is, “I don’t want to go”, but that might hurt some feelings, so manufactured reasons (excuses) are given in place of the authentic and honest reason."," Is it acceptable to rationalize to protect someone’s feelings?  I will leave that to you to answer, realizing that all situations are unique.","Reason A is given for claim B, although reason A is not the real reason."," Offering false or inauthentic excuses for our claim because we know the real reasons are much less persuasive or more embarrassing to share, or harsher than the manufactured ones given.",, making excuses)
402,https://www.logicallyfallacious.com/logicalfallacies/Rationalization,I believe in winged horses because the Koran is historically accurate and would never get such an important fact wrong.,Rationalization," The person actually believes in winged horses out of faith, but recognizes that is not a persuasive argument -- especially to the non-believer of Islam.  Out of the desire to hold on to his faith, he adopts a common defense (historical accuracy) and gives that as the reason.",,,,,
403,https://www.logicallyfallacious.com/logicalfallacies/Red-Herring,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?
Ken: But what is morality exactly?
Mike: It’s a code of conduct shared by cultures.
Ken: But who creates this code?...
",Red Herring," Ken has successfully derailed this conversation off of his sexual digressions to the deep, existential, discussion on morality."," Using a red herring to divert attention away from your opponent's red herring, might work, but do two wrongs make a right?","Argument A is presented by person 1.
Person 2 introduces argument B.
Argument A is abandoned."," Attempting to redirect the argument to another issue to which the person doing the redirecting can better respond. While it is similar to the avoiding the issue fallacy, the red herring is a deliberate diversion of attention with the intention of trying to abandon the original argument.",," beside the point, misdirection [form of], changing the subject, false emphasis, the Chewbacca defense, irrelevant conclusion, irrelevant thesis, clouding the issue, ignorance of refutation)"
404,https://www.logicallyfallacious.com/logicalfallacies/Red-Herring,"Billy: How could the universe be 6000 years old when we know the speed of light, the distance of astronomical objects (13+ billion light years away), and the fact that the light has reached us[1]?
Marty: 6000 years is not a firm number.  The universe can be as old as about 10,000 years.
Billy: How do you figure that?...
",Red Herring, Marty has succeeded in avoiding the devastating question by introducing a new topic for debate... shifting the young-earth creation timeline where it does not necessarily coincide with the Bible.,,,,,
405,https://www.logicallyfallacious.com/logicalfallacies/Reductio-ad-Absurdum,"I am going into surgery tomorrow so please pray for me.  If enough people pray for me, God will protect me from harm and see to it that I have a successful surgery and speedy recovery.",Reductio ad Absurdum, We first assume the premise is true, Be sure to see the appeal to extremes fallacy.,"Assume P is true.
From this assumption, deduce that Q is true.
Also, deduce that Q is false.
Thus, P implies both Q and not Q (a contradiction, which is necessarily false).
Therefore, P itself must be false."," A mode of argumentation or a form of argument in which a proposition is disproven by following its implications logically to an absurd conclusion.  Arguments that use universals such as, “always”, “never”, “everyone”, “nobody”, etc., are prone to being reduced to absurd conclusions.  The fallacy is in the argument that could be reduced to absurdity -- so in essence, reductio ad absurdum is a technique to expose the fallacy.",, reduce to absurdity)
406,https://www.logicallyfallacious.com/logicalfallacies/Reductio-ad-Absurdum,"If everyone lived his or her life exactly like Jesus lived his life, the world would be a beautiful place!",Reductio ad Absurdum, We first assume the premise is true,,,,,
407,https://www.logicallyfallacious.com/logicalfallacies/Reductio-ad-Hitlerum,"Peter Gibbons: It's NOT wrong. INITECH is wrong. INITECH is an evil corporation, all right? Chochkies is wrong. Doesn't it bother you that you have to get up in the morning and you have to put on a bunch of pieces of flair?
Joanna: Yeah, but I'm not about to go in and start taking money from the register.
Peter Gibbons: Well, maybe you should. You know, the Nazis had pieces of flair that they made the Jews wear.
Joanna: What?
",Reductio ad Hitlerum," The above was from the classic masterpiece film, Office Space.  Out of desperation, Peter plays the ""Nazi card"" in order to make the idea of being made to wear flair more appalling.  This somewhat jarring statement misdirects the argument, and the focus is taken off Joanna’s last response, which was quite good."," Sometimes it might be worth risking the fallacy to prevent disaster.
Mr. President, I can appreciate your desire to make some changes in the White House, but that new hand gesture you are proposing we use to show our allegiance to you is way too much like the one Hitler used.  On a similar note, that Charlie Chaplin mustache doesn’t work on you.",," The attempt to make an argument analogous with Hitler or the Nazi party.  Hitler is probably the most universally despised figure in history, so any connection to Hitler, or his beliefs, can (erroneously) cause others to view the argument in a similar light.  However, this fallacy is becoming more well known as is the fact that it is most often a desperate attempt to render the truth claim of the argument invalid out of lack of a good counter argument.",," argumentum ad Hitlerum, playing the Nazi card, Hitler card)"
