Source URL,"Logical Fallacy Types
Key separators: "" & "" to connect multiple logical fallacies, 
"" > "" to connect hierarchies of logical fallacy types, and 
"" / "" to connect synonyms of each other",Sentence (or small snippets of text),Explanations,Logical Form,Definition
https://www.logicallyfallacious.com/logicalfallacies/Texas-Sharpshooter-Fallacy,Texas Sharpshooter Fallacy,"The “prophet” Nostradamus wrote about 500 years ago:

Beasts wild with hunger will cross the rivers,
The greater part of the battle will be against Hister.
He will cause great men to be dragged in a cage of iron,
When the son of Germany obeys no law.

Surely he must have had some vision of Hitler!","When you focus on just that prediction, then it might seem that way, but realize that Nostradamus made over 1000 “predictions”, most (all?) of which are vague nonsense.  Given that many predictions, it is statistically impossible NOT to match at least one with an actual event.  Again, if you ignore the noise (the predictions that do not make any sense), it looks amazing.  By the way, “Hister” is the Latin name for the Danube River.
","X and Y are compared by several criteria.
A conclusion is made based on only the criteria that produce the desired outcome.",
https://www.logicallyfallacious.com/logicalfallacies/Texas-Sharpshooter-Fallacy,Texas Sharpshooter Fallacy,"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican.",What SuperCyberDate.con did not take into consideration were the 245 other likes and dislikes that were very different for both Sally and Billy—such as the fact that Billy likes men.,,
https://www.logicallyfallacious.com/logicalfallacies/Survivorship-Fallacy,Survivorship Fallacy,"Let's use the example of automobile accidents since we have relatively good data on these. According to the National Highway Traffic Safety Administration, roughly 32,000 people die each year on the roads in the United States. The number of people involved in fatal accidents is roughly double that amount, meaning that about half of the people survive, and half die. Let's say that 80% of people involved in a fatal accident reach out for supernatural help. Given an even distribution among survivors and non survivors this would mean that 25,600 people who reach out for supernatural help die and 25,600 who reach out for supernatural help live to tell about it. Now we need to add in the 20% of survivors who did not reach out for supernatural help that lived: 6,400. So what we end up with is a group of 32,000 survivors, 80% of whom appear to have been saved by supernatural intervention. Of course, dead men don't tell tales, so we forget about the 80% of those who died and reached out for supernatural help and didn't get it. Because of the survivorship bias, we have a radically biased sample that leads to a fallacious conclusion.",,"There are X winners and Y losers.

We only hear the testimonies of the winners.

Therefore, our conclusion is based on X winners.
",
https://www.logicallyfallacious.com/logicalfallacies/Survivorship-Fallacy,Survivorship Fallacy,"The survivorship bias is used by scammers and con artists who take advantage of the ""statistically ignorant"" public. One common scam is something I call the ""prophetic investor."" The scammer will send an e-mail to a very large group of people (say 10 million) with a claim that they have a perfect track record for picking winning investments. But they tell you not to take their word for it, let them prove it you by picking a stock a day for 7 days in a row that increases in value. Then, they say when you are convinced, call them and invest with them. Here's how the scam works:

Day 1: Five different stocks are chosen, and each stock is sent to 2 million people as the winning pick. Let's say three of those stocks make money, and two don't. The 4 million people who received the stock pick that lost money are removed from the list (kind of like dying).

Day 2: Another 5 stocks are chosen. This time, each stock is only sent to the ""survivors,"" about 1.2 million people each get a new pick. Out of that group, perhaps just two stocks are winners. That means that 2.4 million people got the winning stock: two days in a row! You can see where this is headed...

...

Day 7: After the final day of sending, about 100,000 ""survivors"" remain on the list. These are people who have been sent the winning picks 7 days in a row and are convinced that the ""investor"" must be legitimate. After all, what are the chances that anyone would pick 7 winning stocks in a row with that much confidence?
",,,
https://www.logicallyfallacious.com/logicalfallacies/Suppressed-Correlative,Suppressed Correlative,"Rick: I need to know if we should stop for lunch or not.  You are either hungry or not hungry, which is it?

Tina: If being hungry is being able to eat, I am always hungry.
","If we redefine hungry as, “being able to eat” then except for the few occasions where people are medically incapable, everyone is always hungry, and it has lost all meaning.","Person 1 claims that all things are either X or not X (the correlatives: X–not X).

Person 2 defines X such that all things that you claim are not X are included in X (the suppressed correlative: not X).
",
https://www.logicallyfallacious.com/logicalfallacies/Suppressed-Correlative,Suppressed Correlative,"Kent: My new car is really fast.

Cal: I doubt that it is as fast as a jet fighter so, therefore, it is not fast.","In Kent’s statement, there is an implied correlative, that is, his car is either fast or not fast.  Now if what Cal says is true, then no cars would ever be considered “fast,” and speed would lose all meaning for cars.
",,
https://www.logicallyfallacious.com/logicalfallacies/Sunk-Cost-Fallacy,Sunk-Cost Fallacy,"I have already paid a consultant $1000 to look into the pros and cons of starting that new business division.  He advised that I shouldn’t move forward with it because it is a declining market.  However, if I don’t move forward, that $1000 would have been wasted, so I better move forward anyway.","What this person does not realize is that moving forward will most likely result in the loss of much more time and money.  This person is thinking short-term, not long-term, and is simply trying to avoid the loss of the $1000, which is fallacious thinking.","X has already been invested in project Y.

Z more investment would be needed to complete project Y, otherwise X will be lost.

Therefore, Z is justified.","Reasoning that further investment is warranted on the fact that the resources already invested will be lost otherwise, not taking into consideration the overall losses involved in the further investment."
https://www.logicallyfallacious.com/logicalfallacies/Sunk-Cost-Fallacy,Sunk-Cost Fallacy,"There are ministers, priests, pastors, and other clergy all around the world who have invested a significant portion of their lives in theology, who can no longer manage to hold supernatural beliefs -- who have moved beyond faith.  Hundreds of them recognize those sunk costs and are searching for the best way to move on (see http://www.clergyproject.org) whereas many others cannot accept the loss of their religious investment, and continue to practice a profession inconsistent with their beliefs.","Of course, the clergy who have not moved beyond faith and are living consistently with their beliefs have not committed this fallacy.",,
https://www.logicallyfallacious.com/logicalfallacies/Subverted-Support,Subverted Support,,,,
https://www.logicallyfallacious.com/logicalfallacies/Subverted-Support,begging the question > Subverted Support,The reason billions of children starve to death each year is because we live in a world that does not care.,"Billions of children don’t starve to death each year -- not even close.  If it were close, it might be better categorized as an exaggeration, but this would be more of an attempt to get the audience to accept the assertion as a fact while focusing more on the reason rather than the assertion itself.
",X happens because of Y (when X doesn’t really even happen),The attempt to explain some phenomenon that does not actually occur or there is no evidence that it does.  It is a form of begging the question.
https://www.logicallyfallacious.com/logicalfallacies/Subverted-Support,begging the question > Subverted Support,"The reason the firmament, a tent-like structure that kept the “waters above” from flooding the earth as described in the Bible, is no longer there today, is because it was destroyed during Noah’s flood.
",The reason the firmament isn’t there today is because it never existed.  To attempt to explain it is to get the audience to assume it existed.,,
https://www.logicallyfallacious.com/logicalfallacies/Subjectivist-Fallacy,Subjectivist Fallacy,"Jane: You know, smoking might not be the most healthy habit to start.

Terry: Smoking is unhealthy for most people, but not for me.
","Sorry Terry, smoking is unhealthy for everyone -- you are no different.","Person 1 claims that Y is true.

Person 2 claims that Y is true for some people, but not for everyone (even though empirical evidence demonstrates otherwise).","Claiming something is true for one person, but not for someone else when, in fact, it is true for everyone (objective) as demonstrated by empirical evidence."
https://www.logicallyfallacious.com/logicalfallacies/Subjectivist-Fallacy,Subjectivist Fallacy,"Jack: Sorry, your argument is full of contradictions.

Ted: Contradictions only apply to the carnal mind, not the spiritual one.","Besides being a case of the subjectivist fallacy, Ted is also moving outside the realm of reason and logic.
",,
https://www.logicallyfallacious.com/logicalfallacies/Style-Over-Substance,Style Over Substance / argument by slogan,A chain is only as strong as its weakest link.,"Most applications of language, like the example above, are not taken literally, but figuratively.  However, even figurative language is a way to make an argument.  In this case, it might be used to imply that a team is no better than the least productive member of that team which is just not true.  Very often the “weakest links” fade away into the background and the strong players lead the team.","Person 1 makes claim Y.

Claim Y sounds catchy.

Therefore, claim Y is true.","When the arguer embellishes the argument with compelling language or rhetoric, and/or visual aesthetics. This comes in many forms as described below. “If it sounds good or looks good, it must be right!”
"
https://www.logicallyfallacious.com/logicalfallacies/Style-Over-Substance,Style Over Substance / argument by slogan,It’s not a religion; it is a relationship.,"“Yeah... wow, I can see that!” is the common response to a cliché that diverts critical thought by substitution of poetry, rhyme, or other rhetoric.  In fact, these are not arguments, but assertions absent of any evidence or reasons that rely on one's confusion of their emotional connection to language with the truth of the assertion.  Tell me why it’s not a religion.  Tell me what a relationship is exactly. 

Do not accept information as truth because it sounds nice.",,
https://www.logicallyfallacious.com/logicalfallacies/Strawman-Fallacy,Strawman Fallacy,"Ted: Biological evolution is both a theory and a fact.

Edwin: That is ridiculous!  How can you possibly be absolutely certain that we evolved from pond scum!

Ted: Actually, that is a gross misrepresentation of my assertion.  I never claimed we evolved from pond scum.  Unlike math and logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a degree that it would be perverse to withhold provisional consent.  The empirical evidence for the fact that biological evolution does occur falls into this category.","Edwin has ignorantly mischaracterized the argument by a) assuming we evolved from pond scum (whatever that is exactly), and b) assuming “fact” means “certainty”.","Person 1 makes claim Y.

Person 2 restates person 1’s claim (in a distorted way).

Person 2 attacks the distorted version of the claim.

Therefore, claim Y is false.","Substituting a person’s actual position or argument with a distorted, exaggerated, or misrepresented version of the position of the argument."
https://www.logicallyfallacious.com/logicalfallacies/Strawman-Fallacy,Strawman Fallacy,"Zebedee: What is your view on the Christian God?

Mike: I don’t believe in any gods, including the Christian one.

Zebedee: So you think that we are here by accident, and all this design in nature is pure chance, and the universe just created itself?

Mike: You got all that from me stating that I just don’t believe in any gods?","Mike made one claim: that he does not believe in any gods.  From that, we can deduce a few things, like he is not a theist, he is not a practicing Christian, Catholic, Jew, or a member of any other religion that requires the belief in a god, but we cannot deduce that he believes we are all here by accident, nature is chance, and the universe created itself.  Mike might have no beliefs about these things whatsoever.  Perhaps he distinguishes between “accident” and natural selection, perhaps he thinks the concept of design is something we model after the universe, perhaps he has some detailed explanation based on known physics as to how the universe might have first appeared, or perhaps he believes in some other supernatural explanation.  Regardless, this was a gross mischaracterization of Mike’s argument.
",,
https://www.logicallyfallacious.com/logicalfallacies/Stolen-Concept-Fallacy,Stolen Concept Fallacy,"Reason and logic are not always reliable, so we should not count on it to help us find truth.","Here we are using reason to disprove the validity of reason, which is unreasonable -- reasonably speaking.","Person 1 is attempting to disprove X.
X is required to disprove X.",Requiring the truth of the something that you are simultaneously trying to disprove.
https://www.logicallyfallacious.com/logicalfallacies/Stolen-Concept-Fallacy,Stolen Concept Fallacy,"Science cannot be trusted.  It is a big conspiracy to cover up the truth of the Bible and the creation story.  Besides, I saw fossils in the creation museum with humans and dinosaurs together, which proves science is wrong!
","Geology is a branch of science.  Using science (examining fossils through the science of geology) to disprove science is absurd, a contradiction and, therefore, a fallacy in reasoning.",,
https://www.logicallyfallacious.com/logicalfallacies/Stereotyping-the-fallacy,Stereotyping,French people are great at kissing. Julie is French. Get me a date!,"“French people are great at kissing” is a stereotype, and believing this to be so is a fallacy.  While it may be the case that some or even most are great at kissing, we cannot assume this without valid reasons.","All X’s have the property Y (this being a characterization, not a fact).

Z  is an X.

Therefore, Z has the property Y.
","The general beliefs that we use to categorize people, objects, and events while assuming those beliefs are accurate generalizations of the whole group."
https://www.logicallyfallacious.com/logicalfallacies/Stereotyping-the-fallacy,Stereotyping,Atheists are morally bankrupt.,"This isn’t an argument, but just an assertion, one not even based on any kind of facts.  Stereotypes such as these usually arise from prejudice, ignorance, jealousy, or even hatred.",,
https://www.logicallyfallacious.com/logicalfallacies/Statement-of-Conversion,Statement of Conversion,"I used to be a Christian, now I know better.",All this tells us is that the arguer changed his mind. We don’t know why. Accepting this as evidence against Christianity would be fallacious reasoning.,"I used to believe in X.

Therefore, X is wrong.",Accepting the truth of a claim based on a conversion story without considering any evidence for the truth of the claim.
https://www.logicallyfallacious.com/logicalfallacies/Statement-of-Conversion,Statement of Conversion,"There used to be a time when I didn’t believe, now I see the light and have accepted Jesus as my savior!",All this tells us is that the arguer changed his mind. We don’t know why. Accepting this as evidence for Christianity would be fallacious reasoning.,,
https://www.logicallyfallacious.com/logicalfallacies/Spotlight-Fallacy,Spotlight Fallacy,It seems like we are constantly hearing about crimes committed on our streets. America is a very dangerous place.,"The media reports on stories of interest, which include crimes. It does not report on all the non-crimes. Assuming from this, “American is a very dangerous place” is fallacious reasoning.","The media have been covering X quite a bit by describing it as Y.

Therefore, X can be described as Y.",Assuming that the media’s coverage of a certain class or category is representative of the class or category in whole.
https://www.logicallyfallacious.com/logicalfallacies/Spotlight-Fallacy,Spotlight Fallacy,"I am seeing more and more miracles being reported on respectable news programs. The other day there was a story about a guy who had trouble walking, prayed to the recently deceased Pope, now walks just fine! Miracles are all around us!","People love stories of hope and miracles. You won’t find stories about how someone prayed to be healed then died. These are not the kind of stories that attract viewers and sell papers. As a result, the spotlight fallacy makes us think the rare cases, almost certainly due to normal and necessary statistical fluctuations, seem like the norm. Believing that they are, is fallacious reasoning.",,
https://www.logicallyfallacious.com/logicalfallacies/Spiritual-Fallacy,Spiritual Fallacy,"Of course, the Koran is not a history or science book, but each and every story in it does contain a spiritual truth.","Because we cannot define or prove a “spiritual truth”, anything can be a spiritual truth.","X makes no sense; therefore, X was meant in a “spiritual” sense.",Insisting that something meant to be literal is actually “spiritual” as an explanation or justification for something that otherwise would not fit in an explanation.
https://www.logicallyfallacious.com/logicalfallacies/Spiritual-Fallacy,Spiritual Fallacy,"Harold Camping, the preacher who predicted the rapture in 2011, said that the rapture actually did come, but it was a ""spiritual"" rapture. Of course, there is no way to demonstrate this.",We can’t use “spiritual” as a get-out-of-jail-free card to cover up an apparent contradiction.,,
https://www.logicallyfallacious.com/logicalfallacies/Spin-Doctoring,Spin Doctoring,"Senator Elizabeth Warren was recently under attack because it was discovered that the men on her staff were paid, on average, considerably more than the women on her staff—an issue that Warren has campaigned on many times. While the facts are true (men are paid more on her staff), in many analyses, relevant data was excluded such as the criteria necessary to prove the claim that women on Senator Warren's staff were paid less than their male counterparts for equivalent work [1]. In fairness to some conservative outlets that reported this story, some used this as an example to show that there is more to the story than just raw numbers.",,"X represents reality.

Information is presented in such a way that Y appears to represent reality.",Presenting information in a deceptive way that results in others interpreting the information in such a way that does not reflect reality but is how you want the information to be interpreted.
https://www.logicallyfallacious.com/logicalfallacies/Spin-Doctoring,Spin Doctoring,"Simon: It is pretty darn clear that God is against homosexuality. According to Leviticus 20:13, “If a man lies with a male as with a woman, both of them shall be put to death for their abominable deed; they have forfeited their lives.”

Bret: You don't understand. This was before Jesus. After Jesus, God was okay with it. Besides, these were specific instructions to a specific people during a specific historical period.","Very often, people's ideas of God are a result of their values, not the other way around. This is made clear by the cultural shifts on moral issues that correlate with people's interpretation of the Bible (one example being Christian's views on homosexuality). Bret may genuinely believe his narrative, but it was most likely a result of the spin doctoring of another person or organization.",,
https://www.logicallyfallacious.com/logicalfallacies/Special-Pleading,Special Pleading,"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son! He is a good boy who just made a mistake!","The mother in this example has applied the rule that all drunk drivers should go to prison. However, due to her emotional attachment to her son, she is fallaciously reasoning that he should be exempt from this rule, because, “he is a good boy who just made a mistake”, which would hardly be considered adequate justification for exclusion from the rule.","If X then Y, but not when it hurts my position.","Applying standards, principles, and/or rules to other people or circumstances, while making oneself or certain circumstances exempt from the same critical criteria, without providing adequate justification. Special pleading is often a result of strong emotional beliefs that interfere with reason."
https://www.logicallyfallacious.com/logicalfallacies/Special-Pleading,Special Pleading,"Superstition is a belief or practice resulting from ignorance, fear of the unknown, trust in magic or chance, or a false conception of causation -- unless it is astrology.","It has been said that one’s superstition is another’s faith. The standard of superstition has been defined by the person and violated by astrology. However, while the person in the example rejects all other sources of superstition using certain criteria, the superstitious belief of their preference is exempt from these criteria.",,
https://www.logicallyfallacious.com/logicalfallacies/Slippery-Slope,Slippery Slope,"We cannot unlock our child from the closet because if we do, she will want to roam the house.  If we let her roam the house, she will want to roam the neighborhood.  If she roams the neighborhood, she will get picked up by a stranger in a van, who will sell her in a sex slavery ring in some other country.  Therefore, we should keep her locked up in the closet.","In this example, it starts out with reasonable effects to the causes.  For example, yes, if the child is allowed to go free in her room, she would most likely want to roam the house -- 95% probability estimate[1].  Sure, if she roams the house, she will probably want the freedom of going outside, but not necessarily “roaming the neighborhood”, but let’s give that a probability of say 10%.  Now we start to get very improbable.  The chances of her getting picked up by a stranger (.05%) in a van (35%) to sell her into sex slavery (.07%) in another country (40%) is next to nothing when you do all the math:

.95 x .10 x .0005 x .35 x .0007 x .4 = about 1 in 25,000,000.

Morality and legality aside, is it really worth it to keep a child locked in a closet based on those odds?","If A, then B, then C, ... then ultimately Z!","When a relatively insignificant first event is suggested to lead to a more significant event, which in turn leads to a more significant event, and so on, until some ultimate, significant event is reached, where the connection of each event is not only unwarranted but with each step it becomes more and more improbable.  Many events are usually present in this fallacy, but only two are actually required -- usually connected by “the next thing you know...”"
https://www.logicallyfallacious.com/logicalfallacies/Slippery-Slope,Slippery Slope,"If you accept that the story of Adam and Eve was figurative, then you will do the same for most of the Old Testament stories of similar literary styles. Once you are there, the New Testament and the story of Jesus does not make sense, which will lead you to believe that the resurrection of Jesus was a “spiritual” one. Once you accept that, you won’t be a Christian anymore; you will be a dirty atheist, then you will have no morals and start having sex with animals of a barnyard nature. So you better take the story of Adam and Eve literally, before the phrase, “that chicken looks delicious”, takes on a whole new meaning.",Accepting the story of Adam and Eve as figurative rarely (it is sad that I cannot confidently say “never”) leads to bestiality.,,
https://www.logicallyfallacious.com/logicalfallacies/Shoehorning,Shoehorning,"After the terrorist attacks on the World Trade Center and the Pentagon on September 11, 2001, fundamentalist Christian evangelists Jerry Falwell and Pat Robertson shoehorned the events to their agenda. They claimed ""liberal civil liberties groups, feminists, homosexuals and abortion rights supporters bear partial responsibility...because their actions have turned God's anger against America."" According to Falwell, God allowed ""the enemies of America...to give us probably what we deserve."" Robertson agreed. The American Civil Liberties Union has ""got to take a lot of blame for this,"" said Falwell and Robertson agreed. Federal courts bear part of the blame, too, said Falwell, because they've been ""throwing God out of the public square."" Also, ""abortionists have got to bear some burden for this because God will not be mocked,"" said Falwell and Robertson agreed.",It should be very clear how these religious leaders attempted to profit from the September 11 attacks by shoehorning.,"Current event X is said to relate to agenda Y.
Agenda Y has no rational connection to current event X.
","The process of force-fitting some current affair into one's personal, political, or religious agenda. Many people aren't aware of how easy it is to make something look like confirmation of a claim after the fact, especially if the source of the confirmation is something in which they already believe, like Biblical prophecies, psychic predictions, astrological horoscopes, fortune cookies, and more."
https://www.logicallyfallacious.com/logicalfallacies/Shoehorning,Shoehorning,"The second angel blew his trumpet, and something like a great mountain, burning with fire, was thrown into the sea. A third of the sea became blood, a third of the living creatures in the sea died, and a third of the ships were destroyed … A third of the waters became wormwood, and many died from the water, because it was made bitter.",Explaining events is legitimate when reason is being used -- and sometimes it may actually fit into your ideological agenda.,,
https://www.logicallyfallacious.com/logicalfallacies/Shifting-of-the-Burden-of-Proof,Shifting of the Burden of Proof,"Jack: I have tiny, invisible unicorns living in my anus.

Nick: How do you figure?

Jack: Can you prove that I don't?

Nick: No.

Jack: Then I do.","Jack made a claim that requires justification. Nick asked for the evidence, but Jack shifted the burden of proof to Nick. When Nick was unable to refute Jack's (unfalsifiable) claim, Jack claimed victory.
","Person 1 is claiming Y, which requires justification.

Person 1 demands that person 2 justify the opposite of Y.

Person 2 refuses or is unable to comply.

Therefore, Y is true.","Making a claim that needs justification, then demanding that the opponent justifies the opposite of the claim. The burden of proof is a legal and philosophical concept with differences in each domain. In everyday debate, the burden of proof typically lies with the person making the claim, but it can also lie with the person denying a well-established fact or theory. Like other non-black and white issues, there are instances where this is clearly fallacious, and those which are not as clear."
https://www.logicallyfallacious.com/logicalfallacies/Shifting-of-the-Burden-of-Proof,Shifting of the Burden of Proof,"Audrey: I am a human being. I am not a cyborg from the future here to destroy humanity.

Fred: Prove that you are human! Cyborgs don't pass out when they lose a lot of blood. Here's a knife.

Audrey: Get to bed, Freddie. And no more SYFY channel before bed!","Audrey is making a claim of common knowledge, perhaps sparked by Fred's suspicions. Fred is asking Audrey to prove the claim when he is the one that should be justifying his objection to the claim of common knowledge.",,
https://www.logicallyfallacious.com/logicalfallacies/Self-Sealing-Argument,Self-Sealing Argument,"Wherever you go, there you are.","You can’t argue against that position, and as a result, it is vacuous, or meaningless.","Claim X is made.
Reason Y is given for claim X.
Reason Y can not possibly be refuted.",An argument or position is self-sealing if and only if no evidence can be brought against it no matter what.
https://www.logicallyfallacious.com/logicalfallacies/Self-Sealing-Argument,Self-Sealing Argument,"Tina: My life is guided by destiny.

Mary: How do you know that?

Tina: Whatever comes my way is what was meant to be.","We have the same vacuity problem here, except this one is less obvious and protected by a philosophical belief system.  There is no possible way we can know what ""destiny may have in store for us,"" thus no way to argue against it.  As a result, it is meaningless -- it is the equivalent of saying everything happens because it happens.",,
https://www.logicallyfallacious.com/logicalfallacies/Self-Righteousness-Fallacy,Self-Righteousness Fallacy,"Ricki: Do you think aborted fetuses have feelings?
Jenni: Any honorable and kind person would have to say they do have feelings. So yes.","Jenni might be the queen of honor with kindness oozing from her puppy-dog eyes, but these qualities are independent of one’s ability to know facts or come to an accurate conclusion based on available data.","You make claim X.

You have good intentions.

Therefore, X is true.
","Assuming that just because your intentions are good, you have the truth or facts on your side. Also see righteousness fallacy."
https://www.logicallyfallacious.com/logicalfallacies/Selective-Attention,Selective Attention,"Jenni: Is a fetus a human being?
Ricki: No, because I am not a monster and would never suggest killing an unwanted human being is okay.","Ricki is making a claim about a fetus and using the fact that she is “not a monster” to support the claim, which is independent of her intentions.",,
https://www.logicallyfallacious.com/logicalfallacies/Selective-Attention,Selective Attention,"News Anchor on TV: The Dow Jones was up 200 points today, NASDAQ closed up 120 points, unemployment is and has been declining steadily, but foreclosures have not budged.
Jimbo: Did you hear that?  Our economy is in the crapper!","While there are many problems with the reasoning of Jimbo, due to his selective attention, and possible pessimism when it comes to the economy, he did not let the good news register and/or did not take that information into consideration before concluding that our economy is still in the “crapper”, based on that one piece of news on foreclosures.","Information is presented.
Response addresses only some of the information, completely ignoring the rest.","Focusing your attention on certain aspects of the argument while completely ignoring or missing other parts.  This usually results in irrelevant rebuttals, strawman fallacy, and unnecessarily drawn-out arguments.

"
https://www.logicallyfallacious.com/logicalfallacies/Selective-Attention,Selective Attention,Most of us are guilty of selective attention when the information is about us.  We tend to embrace the information that makes us feel good and ignore the information that does not.,Ignoring irrelevant information is a good thing when evaluating arguments. The key is to know what is irrelevant.,,
https://www.logicallyfallacious.com/logicalfallacies/Scapegoating,Scapegoating,"I know I got drunk, slapped the waitress on the behind, then urinated in the parking lot... from inside the restaurant, but that was Satan who had a hold of me.","The person is avoiding personal responsibility and blaming “Satan” for his actions.  Satan is an easy target -- he does not show up to defend himself, and a surprising number of people believe he exists and actually does cause immoral behavior.","Nobody likes or cares about X.

Therefore, X is to blame for Y.",Unfairly blaming an unpopular person or group of people for a problem or a person or group that is an easy target for such blame.
https://www.logicallyfallacious.com/logicalfallacies/Scapegoating,Scapegoating,The reason New Orleans was hit so hard with the hurricane was because of all the immoral people who live there.,"This was an actual argument seen in the months that followed hurricane Katrina.  Ignoring the validity of the claims being made, the arguer is blaming a natural disaster on a group of people.

",,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Non Sequitur,Tens of thousands of Americans have seen lights in the night sky which they could not identify. The existence of life on other planets is fast becoming certainty !,,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Non Sequitur,"arguing at length that your religion is of great help to many people. Then, concluding that the teachings of your religion are undoubtably true",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Non Sequitur,"Bill lives in a large building, so his apartment must be large.""",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Appeal To Authority,Albert Einstein was extremely impressed with this theory.,But a statement made by someone long­dead could be out of date. Or perhaps Einstein was just being polite. Or perhaps he made his statement in some specific context. And so on.,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Appeal To False Authority,Famous physicist John Taylor studied Uri Geller extensively and found no evidence of trickery or fraud in his feats.,"Taylor was not qualified to detect trickery or fraud of the kind used by stage magicians. Taylor later admitted Geller had tricked him, but he apparently had not figured out how.",,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Bad Analogy,"The solar system reminds me of an atom, with planets orbiting the sun like electrons orbiting the nucleus. We know that electrons can jump from orbit to orbit; so we must look to ancient records for sightings of planets jumping from orbit to orbit also.",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Bad Analogy,"Minds, like rivers, can be broad. The broader the river, the shallower it is. Therefore, the broader the mind, the shallower it is.",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Bad Analogy,We have pure food and drug laws; why can't we have laws to keep moviemakers from giving us filth ?,,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,False Cause,"Before women got the vote, there were no nuclear weapons",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,False Cause,"Every time my brother Bill accompanies me to Fenway Park, the Red Sox are sure to lose",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Confusing Correlation And Causation,"When sales of hot chocolate go up, street crime drops.","No, it means that fewer people are on the streets when the weather is cold",,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Confusing Correlation And Causation,"earthquakes in the Andes were correlated with the closest approaches of the planet Uranus. Therefore, Uranus must have caused them.",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Confusing Correlation And Causation,"The bigger a child's shoe size, the better the child's handwriting","No, it means the child is older.",,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Causal Reductionism / Complex Cause,The accident was caused by the taxi parking in the street,But other drivers went around the taxi. Only the drunk driver hit the taxi,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,composition fallacy,"A car makes less pollution than a bus. Therefore, cars are less of a pollution problem than buses",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,composition fallacy,"Atoms are colorless. Cats are made of atoms, so cats are colorless",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Complex Question,Do you support freedom and the right to bear arms ?,,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Slippery Slope,Allowing abortion in the first week of pregnancy would lead to allowing it in the ninth month,,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Slippery Slope,"If we legalize marijuana, then more people will try heroin",,,
https://www.ucm.es/data/cont/docs/107-2016-02-17-Fallacious%20Arguments.pdf,Slippery Slope,If I make an exception for you then I'll have to make an exception for everyone,,,
