,Unnamed: 0,original_url,source_article,logical_fallacies,masked_articles
693,693,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Maybe you know that already — there are alarming stories in the news every day , like those , last month , that seemed to suggest satellite data showed the globe warming since 1998 more than twice as fast as scientists had thought ( in fact , the underlying story was considerably less alarming than the headlines ) . Or the news from Antarctica this past May , when a crack in an ice shelf grew 11 miles in six days , then kept going ; the break now has just three miles to go — by the time you read this , it may already have met the open water , where it will drop into the sea one of the biggest icebergs ever , a process known poetically as “ calving . ” But no matter how well-informed you are , you are surely not alarmed enough . Over the past decades , our culture has gone apocalyptic with zombie movies and Mad Max dystopias , perhaps the collective result of displaced climate anxiety , and yet when it comes to contemplating real-world warming dangers , we suffer from an incredible failure of imagination .",faulty generalization,"Maybe you MSK<0> that already MSK<1> there are MSK<2> MSK<3> in the MSK<4> every MSK<5> , like those , last month , that seemed to suggest satellite data showed the globe MSK<6> since 1998 more than twice as fast as scientists had thought ( in fact , the underlying MSK<3> was considerably less MSK<2> than the headlines ) . Or the MSK<4> from Antarctica this MSK<7> May , when a crack in an ice shelf grew 11 MSK<8> in six MSK<5> , then kept going ; the break now has just three MSK<8> to go MSK<1> by the time you read this , it may already have met the open water , where it will drop into the sea one of the biggest icebergs ever , a process MSK<0> poetically as MSK<9> calving . MSK<9> But no matter how well - informed you are , you are surely not alarmed enough . Over the MSK<7> decades , our culture has gone apocalyptic with zombie movies and Mad Max dystopias , perhaps the collective result of displaced climate anxiety , and yet when it comes to contemplating real-world MSK<6> dangers , we suffer from an incredible failure of imagination . "
694,694,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Instead , it is a portrait of our best understanding of where the planet is heading absent aggressive action . It is unlikely that all of these warming scenarios will be fully realized , largely because the devastation along the way will shake our complacency . But those scenarios , and not the present climate , are the baseline . In fact , they are our schedule .",appeal to emotion,"Instead , it is a portrait of our best understanding of where the planet is heading absent aggressive action . It is unlikely that all of these warming MSK<0> will be fully realized , largely because the devastation along the way will shake our complacency . But those MSK<0> , and not the present climate , are the baseline . In fact , they are our schedule . "
695,695,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"In between scientific reticence and science fiction is science itself . This article is the result of dozens of interviews and exchanges with climatologists and researchers in related fields and reflects hundreds of scientific papers on the subject of climate change . What follows is not a series of predictions of what will happen — that will be determined in large part by the much-less-certain science of human response . Instead , it is a portrait of our best understanding of where the planet is heading absent aggressive action .",fallacy of credibility,"In between MSK<0> reticence and MSK<0> fiction is MSK<0> itself . This article is the result of dozens of interviews and exchanges with climatologists and researchers in related fields and reflects hundreds of MSK<0> papers on the subject of climate change . What follows is not a series of predictions of what will happen — that will be determined in large part by the much-less-certain MSK<0> of human response . Instead , it is a portrait of our best understanding of where the planet is heading absent aggressive action . "
696,696,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"The present tense of climate change — the destruction we ’ ve already baked into our future — is horrifying enough . Most people talk as if Miami and Bangladesh still have a chance of surviving ; most of the scientists I spoke with assume we ’ ll lose them within the century , even if we stop burning fossil fuel in the next decade . Two degrees of warming used to be considered the threshold of catastrophe : tens of millions of climate refugees unleashed upon an unprepared world . Now two degrees is our goal , per the Paris climate accords , and experts give us only slim odds of hitting it .",fallacy of credibility,"The present tense of MSK<0> change MSK<1> the destruction we ’ ve already baked into our future MSK<1> is horrifying enough . Most people MSK<3> as if Miami and Bangladesh still have a chance of surviving ; most of the scientists I MSK<3> with assume we ’ ll lose them within the century , even if we stop burning fossil fuel in the next decade . Two MSK<2> of warming used to be considered the threshold of catastrophe : tens of millions of MSK<0> refugees unleashed upon an unprepared world . Now two MSK<2> is our goal , per the Paris MSK<0> accords , and experts give us only slim odds of hitting it . "
697,697,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"The upper end of the probability curve runs as high as eight degrees — and the authors still haven ’ t figured out how to deal with that permafrost melt . The IPCC reports also don ’ t fully account for the albedo effect ( less ice means less reflected and more absorbed sunlight , hence more warming ) ; more cloud cover ( which traps heat ) ; or the dieback of forests and other flora ( which extract carbon from the atmosphere ) . Each of these promises to accelerate warming , and the history of the planet shows that temperature can shift as much as five degrees Celsius within thirteen years . The last time the planet was even four degrees warmer , Peter Brannen points out in The Ends of the World , his new history of the planet ’ s major extinction events , the oceans were hundreds of feet higher . *",intentional,"The upper MSK<6> of the probability curve runs as MSK<0> as eight MSK<1> — and the authors still haven ’ MSK<2> figured out how to deal with that permafrost melt . The IPCC reports also don ’ MSK<2> fully account for the albedo effect ( less ice means less reflected and more absorbed sunlight , hence more MSK<3> ) ; more cloud cover ( which traps heat ) ; or the dieback of forests and other flora ( which extract carbon from the atmosphere ) . Each of these promises to accelerate MSK<3> , and the MSK<4> of the MSK<5> shows that temperature can shift as much as five MSK<1> Celsius within thirteen years . The last time the MSK<5> was even four MSK<1> MSK<3> , Peter Brannen points out in The MSK<6> of the World , his new MSK<4> of the MSK<5> ’ s major extinction events , the oceans were hundreds of feet MSK<0> . * "
698,698,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Each of these promises to accelerate warming , and the history of the planet shows that temperature can shift as much as five degrees Celsius within thirteen years . The last time the planet was even four degrees warmer , Peter Brannen points out in The Ends of the World , his new history of the planet ’ s major extinction events , the oceans were hundreds of feet higher . * The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into . Unless you are a teenager , you probably read in your high-school textbooks that these extinctions were the result of asteroids . In fact , all but the one that killed the dinosaurs were caused by climate change produced by greenhouse gas .",ad populum,"Each of these promises to accelerate MSK<5> , and the MSK<0> of the MSK<1> shows that temperature can shift as much as five MSK<2> Celsius within thirteen years . The last time the MSK<1> was even four MSK<2> MSK<5> , Peter Brannen points out in The Ends of the World , his new MSK<0> of the MSK<1> ’ s MSK<3> MSK<3>  , the oceans were hundreds of feet higher . * The MSK<1> has experienced five mass MSK<3> before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the MSK<1> clock , and many MSK<4> scientists will tell you they are the best analog for the ecological future we are diving headlong into . Unless you are a teenager , you probably read in your high-school textbooks that these MSK<3> were the result of asteroids . In fact , all but the one that killed the dinosaurs were caused by MSK<4> change produced by greenhouse gas . "
699,699,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"The last time the planet was even four degrees warmer , Peter Brannen points out in The Ends of the World , his new history of the planet ’ s major extinction events , the oceans were hundreds of feet higher . * The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into . Unless you are a teenager , you probably read in your high-school textbooks that these extinctions were the result of asteroids . In fact , all but the one that killed the dinosaurs were caused by climate change produced by greenhouse gas .",faulty generalization,"The last time the MSK<0> was even four degrees warmer , Peter Brannen points out in The Ends of the World , his new history of the MSK<0> ’ s MSK<1> MSK<1>  , the oceans were hundreds of feet higher . * The MSK<0> has experienced five mass MSK<1> before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the MSK<0> clock , and many MSK<2> scientists will tell you they are the best analog for the ecological future we are diving headlong into . Unless you are a teenager , you probably read in your high-school textbooks that these MSK<1> were the result of asteroids . In fact , all but the one that killed the dinosaurs were caused by MSK<2> change produced by greenhouse gas . "
700,700,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"And however sanguine you might be about the proposition that we have already ravaged the natural world , which we surely have , it is another thing entirely to consider the possibility that we have only provoked it , engineering first in ignorance and then in denial a climate system that will now go to war with us for many centuries , perhaps until it destroys us . That is what Wallace Smith Broecker , the avuncular oceanographer who coined the term “ global warming , ” means when he calls the planet an “ angry beast. ” You could also go with “ war machine. ” Each day we arm it more . II . Heat Death The bahraining of New York .",faulty generalization,"And however sanguine you might be about the proposition that we have already ravaged the natural world , which we surely have , it is another thing entirely to consider the possibility that we have only provoked it , engineering first in ignorance and then in denial a climate system that will now go to MSK<0> with us for many centuries , perhaps until it destroys us . That is what Wallace Smith Broecker , the avuncular oceanographer who coined the term MSK<1> global warming , MSK<1> means when he calls the planet an MSK<1> angry beast . MSK<1> You could also go with MSK<1> MSK<0> machine . MSK<1> Each day we arm it more . II . Heat Death The bahraining of New York . "
701,701,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"For that , the temperature needs to be low enough for the air to act as a kind of refrigerant , drawing heat off the skin so the engine can keep pumping . At seven degrees of warming , that would become impossible for large portions of the planet ’ s equatorial band , and especially the tropics , where humidity adds to the problem ; in the jungles of Costa Rica , for instance , where humidity routinely tops 90 percent , simply moving around outside when it ’ s over 105 degrees Fahrenheit would be lethal . And the effect would be fast : Within a few hours , a human body would be cooked to death from both inside and out . Climate-change skeptics point out that the planet has warmed and cooled many times before , but the climate window that has allowed for human life is very narrow , even by the standards of planetary history .",faulty generalization,"For that , the temperature needs to be low enough for the air to act as a kind of refrigerant , drawing heat off the skin so the engine can keep pumping . At seven MSK<0> of MSK<6> , that would become impossible for large portions of the MSK<1> ’ s equatorial band , and especially the tropics , where MSK<2> adds to the problem ; in the jungles of Costa Rica , for instance , where MSK<2> routinely tops MSK<5> percent , simply moving around outside when it ’ s over MSK<5> MSK<0> Fahrenheit would be lethal . And the effect would be fast : Within a few hours , a MSK<3> body would be cooked to death from both inside and out . MSK<4> change skeptics point out that the MSK<1> has MSK<6> and cooled many times before , but the MSK<4> window that has allowed for MSK<3> life is very narrow , even by the standards of MSK<1> history . "
702,702,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"In a universe that is many billions of years old , with star systems separated as much by time as by space , civilizations might emerge and develop and burn themselves up simply too fast to ever find one another . Peter Ward , a charismatic paleontologist among those responsible for discovering that the planet ’ s mass extinctions were caused by greenhouse gas , calls this the “ Great Filter ” : “ Civilizations rise , but there ’ s an environmental filter that causes them to die off again and disappear fairly quickly , ” he told me . “ If you look at planet Earth , the filtering we ’ ve had in the past has been in these mass extinctions. ” The mass extinction we are now living through has only just begun ; so much more dying is coming . And yet , improbably , Ward is an optimist .",intentional,"In a universe that is many billions of years old , with star systems separated as much by time as by space , MSK<0> might emerge and develop and burn themselves up simply too MSK<9> to ever find one another . Peter MSK<1> , a charismatic paleontologist among those responsible for discovering that the MSK<2> ’ s MSK<3> MSK<4> were MSK<5> by greenhouse gas , calls this the MSK<6> Great MSK<7> MSK<6> : MSK<6> MSK<0> rise , but there MSK<6> s an environmental MSK<7> that MSK<5> them to MSK<8> off again and disappear fairly MSK<9> , MSK<6> he told me . MSK<6> If you look at MSK<2> MSK<2> , the MSK<7> we MSK<6> ve had in the past has been in these MSK<3> MSK<4> . MSK<6> The MSK<3> MSK<4> we are now living through has only just begun ; so much more MSK<8> is coming . And yet , improbably , MSK<1> is an optimist . "
703,703,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"The last time the planet was even four degrees warmer , Peter Brannen points out in The Ends of the World , his new history of the planet ’ s major extinction events , the oceans were hundreds of feet higher . * The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into . Unless you are a teenager , you probably read in your high-school textbooks that these extinctions were the result of asteroids . In fact , all but the one that killed the dinosaurs were caused by climate change produced by greenhouse gas .",fallacy of credibility,"The last time the MSK<0> was even four degrees warmer , Peter Brannen points out in The Ends of the World , his new history of the MSK<0> ’ s MSK<1> MSK<1>  , the oceans were hundreds of feet higher . * The MSK<0> has experienced five mass MSK<1> before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the MSK<0> clock , and many MSK<2> scientists will tell you they are the best analog for the ecological future we are diving headlong into . Unless you are a teenager , you probably read in your high-school textbooks that these MSK<1> were the result of asteroids . In fact , all but the one that killed the dinosaurs were caused by MSK<2> change produced by greenhouse gas . "
704,704,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"The rate is accelerating . This is what Stephen Hawking had in mind when he said , this spring , that the species needs to colonize other planets in the next century to survive , and what drove Elon Musk , last month , to unveil his plans to build a Mars habitat in 40 to 100 years . These are nonspecialists , of course , and probably as inclined to irrational panic as you or I . But the many sober-minded scientists I interviewed over the past several months — the most credentialed and tenured in the field , few of them inclined to alarmism and many advisers to the IPCC who nevertheless criticize its conservatism — have quietly reached an apocalyptic conclusion , too :",fallacy of credibility,"The rate is accelerating . This is what Stephen Hawking had in mind when he said , this spring , that the species needs to colonize other planets in the next century to survive , and what drove Elon Musk , last MSK<0> , to unveil his plans to build a Mars habitat in 40 to 100 years . These are nonspecialists , of course , and probably as MSK<1> to irrational panic as you or I . But the many sober-minded scientists I interviewed over the past several MSK<0> MSK<2> the most credentialed and tenured in the field , few of them MSK<1> to alarmism and many advisers to the IPCC who nevertheless criticize its conservatism MSK<2> have quietly reached an apocalyptic conclusion , too : "
705,705,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"But the many sober-minded scientists I interviewed over the past several months — the most credentialed and tenured in the field , few of them inclined to alarmism and many advisers to the IPCC who nevertheless criticize its conservatism — have quietly reached an apocalyptic conclusion , too : No plausible program of emissions reductions alone can prevent climate disaster . Over the past few decades , the term “ Anthropocene ” has climbed out of academic discourse and into the popular imagination — a name given to the geologic era we live in now , and a way to signal that it is a new era , defined on the wall chart of deep history by human intervention . One problem with the term is that it implies a conquest of nature ( and even echoes the biblical “ dominion ” ) .",fallacy of logic,"But the many sober-minded scientists I interviewed over the MSK<0> several months MSK<1> the most credentialed and tenured in the field , few of them inclined to alarmism and many advisers to the IPCC who nevertheless criticize its conservatism MSK<1> have quietly reached an apocalyptic conclusion , too : No plausible program of emissions reductions alone can prevent climate disaster . Over the MSK<0> few decades , the MSK<2> MSK<3> Anthropocene MSK<3> has climbed out of academic discourse and into the popular imagination MSK<1> a name given to the geologic MSK<4> we live in now , and a way to signal that it is a new MSK<4> , defined on the wall chart of deep history by human intervention . One problem with the MSK<2> is that it implies a conquest of nature ( and even echoes the biblical MSK<3> dominion MSK<3> ) . "
706,706,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"One problem with the term is that it implies a conquest of nature ( and even echoes the biblical “ dominion ” ) . And however sanguine you might be about the proposition that we have already ravaged the natural world , which we surely have , it is another thing entirely to consider the possibility that we have only provoked it , engineering first in ignorance and then in denial a climate system that will now go to war with us for many centuries , perhaps until it destroys us . That is what Wallace Smith Broecker , the avuncular oceanographer who coined the term “ global warming , ” means when he calls the planet an “ angry beast. ” You could also go with “ war machine.",appeal to emotion,"One problem with the MSK<0> is that it implies a conquest of MSK<3> ( and even echoes the biblical MSK<1> dominion MSK<1> ) . And however sanguine you might be about the proposition that we have already ravaged the MSK<3>  , which we surely have , it is another thing entirely to consider the possibility that we have only provoked it , engineering first in ignorance and then in denial a climate system that will now go to MSK<2> with us for many centuries , perhaps until it destroys us . That is what Wallace Smith Broecker , the avuncular oceanographer who coined the MSK<0> MSK<1> global warming , MSK<1> means when he calls the planet an MSK<1> angry beast . MSK<1> You could also go with MSK<1> MSK<2> machine . "
707,707,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Climate-change skeptics point out that the planet has warmed and cooled many times before , but the climate window that has allowed for human life is very narrow , even by the standards of planetary history . At 11 or 12 degrees of warming , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this century , though models of unabated emissions do bring us that far eventually . This century , and especially in the tropics , the pain points will pinch much more quickly even than an increase of seven degrees .",ad populum,"MSK<3> change skeptics MSK<0> out that the MSK<5> has MSK<6> and cooled many times before , but the MSK<3> window that has allowed for human life is very narrow , even by the standards of MSK<5> history . At MSK<4> or MSK<4> MSK<1> of MSK<6> , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this MSK<2> , though models of unabated emissions do bring us that far eventually . This MSK<2> , and especially in the tropics , the pain MSK<0> will pinch much more quickly even than an increase of seven MSK<1> . "
708,708,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"At 11 or 12 degrees of warming , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this century , though models of unabated emissions do bring us that far eventually . This century , and especially in the tropics , the pain points will pinch much more quickly even than an increase of seven degrees . The key factor is something called wet-bulb temperature , which is a term of measurement as home-laboratory-kit as it sounds : the heat registered on a thermometer wrapped in a damp sock as it ’ s swung around in the air ( since the moisture evaporates from a sock more quickly in dry air , this single number reflects both heat and humidity ) .",fallacy of logic,"At MSK<8> or MSK<8> MSK<0> of warming , more than half the world ’ s population , as distributed today , would die of direct MSK<1> . Things almost certainly won MSK<2> t get that hot this MSK<3> , though models of unabated emissions do bring us that far eventually . This MSK<3> , and especially in the tropics , the pain points will pinch much more MSK<4> even than an increase of seven MSK<0> . The key factor is something called wet- bulb temperature , which is a term of measurement as home - laboratory - kit as it sounds : the MSK<1> registered on a thermometer wrapped in a MSK<9> MSK<5> as it MSK<2> s swung around in the MSK<6> ( since the MSK<7> evaporates from a MSK<5> more MSK<4> in MSK<9> MSK<6> , this single number reflects both MSK<1> and MSK<7> ) . "
709,709,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Actually , we ’ re about there already . Since 1980 , the planet has experienced a 50-fold increase in the number of places experiencing dangerous or extreme heat ; a bigger increase is to come . The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 .",faulty generalization,"Actually , we ’ re about there already . Since 1980 , the planet has MSK<0> a 50 - fold MSK<1> in the number of places MSK<0> MSK<4> or extreme MSK<2> ; a bigger MSK<1> is to come . The five MSK<5> summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees MSK<5> , cities MSK<3> Karachi and Kolkata will become close to uninhabitable , annually encountering MSK<4> MSK<2> waves MSK<3> those that crippled them in 2015 . "
710,710,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Since 1980 , the planet has experienced a 50-fold increase in the number of places experiencing dangerous or extreme heat ; a bigger increase is to come . The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today .",fallacy of logic,"Since 1980 , the planet has MSK<0> a 50 - fold MSK<1> in the number of places MSK<0> MSK<6> or extreme MSK<2> ; a bigger MSK<1> is to come . The five MSK<10> MSK<3> in MSK<9> since 1500 have all occurred since MSK<8> , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two MSK<4> MSK<10> , cities MSK<5> Karachi and Kolkata will become close to uninhabitable , annually encountering MSK<6> MSK<2> MSK<7> MSK<5> those that crippled them in 2015 . At four MSK<4> , the MSK<6> MSK<9> MSK<2> MSK<7> of MSK<8> , which killed as many as MSK<8> people a day , will be a normal MSK<3> . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , MSK<3> labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more MSK<2> stress than anyone , anywhere , in the world today . "
711,711,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today .",appeal to emotion,"The five MSK<8> MSK<0> in MSK<7> since 1500 have all occurred since MSK<6> , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two MSK<1> MSK<8> , cities MSK<2> Karachi and Kolkata will become close to uninhabitable , annually encountering MSK<3> MSK<4> MSK<5> MSK<2> those that crippled them in 2015 . At four MSK<1> , the MSK<3> MSK<7> MSK<4> MSK<5> of MSK<6> , which killed as many as MSK<6> people a day , will be a normal MSK<0> . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , MSK<0> labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more MSK<4> stress than anyone , anywhere , in the world today . "
712,712,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ”",faulty generalization,"Even if we meet the Paris goals of two MSK<0> warming , MSK<1> MSK<2> Karachi and Kolkata will become close to uninhabitable , annually encountering MSK<3> MSK<4> MSK<5> MSK<2> those that crippled them in 2015 . At four MSK<0> , the MSK<3> European MSK<4> MSK<5> of 2003 , which killed as many as 2,000 people a MSK<6> , will be a normal MSK<7> . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , MSK<7> labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more MSK<4> MSK<8> than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , MSK<4> MSK<8> in New York MSK<1> would exceed that of present- MSK<6> MSK<9> , one of the planet ’ s hottest spots , and the temperature in MSK<9> MSK<10> would induce hyperthermia in even sleeping humans . MSK<10> "
713,713,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ” The high-end IPCC estimate , remember , is two degrees warmer still . By the end of the century , the World Bank has estimated , the coolest months in tropical South America , Africa , and the Pacific are likely to be warmer than the warmest months at the end of the 20th century .",fallacy of logic,"At four MSK<0> , the deadly European MSK<1> wave of 2003 , which killed as many as 2,000 people a MSK<2> , will be a normal MSK<3> . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , MSK<3> labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more MSK<1> MSK<4> than anyone , anywhere , in the MSK<5> today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , MSK<1> MSK<4> in New York City would exceed that of present- MSK<2> MSK<6> , one of the planet ’ s hottest spots , and the temperature in MSK<6> MSK<7> would induce hyperthermia in even sleeping humans . MSK<7> The high- MSK<8> IPCC MSK<9> , remember , is two MSK<0> MSK<10> still . By the MSK<8> of the MSK<11> , the MSK<5> Bank has MSK<9> , the coolest MSK<12> in tropical South America , Africa , and the Pacific are likely to be MSK<10> than the MSK<10> MSK<12> at the MSK<8> of the 20th MSK<11> . "
714,714,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"And indeed , the crisis will be most dramatic across the Middle East and Persian Gulf , where in 2015 the heat index registered temperatures as high as 163 degrees Fahrenheit . As soon as several decades from now , the hajj will become physically impossible for the 2 million Muslims who make the pilgrimage each year . It is not just the hajj , and it is not just Mecca ; heat is already killing us . In the sugarcane region of El Salvador , as much as one-fifth of the population has chronic kidney disease , including over a quarter of the men , the presumed result of dehydration from working the fields they were able to comfortably harvest as recently as two decades ago .",false dilemma,"And indeed , the crisis will be most dramatic across the MSK<4>  and MSK<4>  , where in 2015 the MSK<0> index registered temperatures as high as 163 degrees Fahrenheit . As soon as several MSK<1> from now , the MSK<2> will become physically impossible for the 2 million Muslims who make the pilgrimage each year . It is not just the MSK<2> , and it is not just Mecca ; MSK<0> is already killing us . In the sugarcane region of El Salvador , as much as one-fifth of the population has chronic kidney disease , including over a quarter of the men , the presumed result of dehydration from working the fields they were able to comfortably harvest as MSK<3> as two MSK<1> MSK<3> . "
715,715,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"And indeed , the crisis will be most dramatic across the Middle East and Persian Gulf , where in 2015 the heat index registered temperatures as high as 163 degrees Fahrenheit . As soon as several decades from now , the hajj will become physically impossible for the 2 million Muslims who make the pilgrimage each year . It is not just the hajj , and it is not just Mecca ; heat is already killing us . In the sugarcane region of El Salvador , as much as one-fifth of the population has chronic kidney disease , including over a quarter of the men , the presumed result of dehydration from working the fields they were able to comfortably harvest as recently as two decades ago .",faulty generalization,"And indeed , the crisis will be most dramatic across the MSK<4>  and MSK<4>  , where in 2015 the MSK<0> index registered temperatures as high as 163 degrees Fahrenheit . As soon as several MSK<1> from now , the MSK<2> will become physically impossible for the 2 million Muslims who make the pilgrimage each year . It is not just the MSK<2> , and it is not just Mecca ; MSK<0> is already killing us . In the sugarcane region of El Salvador , as much as one-fifth of the population has chronic kidney disease , including over a quarter of the men , the presumed result of dehydration from working the fields they were able to comfortably harvest as MSK<3> as two MSK<1> MSK<3> . "
