,claim,labels,pros,cons
803,"This sort of usage is a vanishingly small portion of overall network usage, and should not drive general regulations. It could be accommodated by special case regulations for critical services in the clear public good.And how are those regulations going to be implemented once you have eliminated the mechanisms for prioritizing traffic?  You are creating conflicting regulations here.  You can both ban prioritized traffic and have regulations making it mandatory.",['fallacy of extension'],[nan],[nan]
804,"It has not been shown that an omnibenevolent being could lie by proving their non-existence when they actually exist.The claim is about whether all-powerful entities can do certain contradictory actions. The claim is not about omnibenevolence, which is unrelated.",['fallacy of extension'],[nan],[nan]
805,"Political correctness encourages meaningful discourse by discouraging inflammatory language.Political correctness does not discourage inflammatory language. The advocates of PC speech and culture are the first to claim ""Nazi"" or ""white supremacist"" to anyone contradicting their position. These two terms will shut down a discussion and force the ""non-PC"" person or group to have to prove they are not related to either group for their opinions to be valid or not hate based.",['fallacy of extension'],[nan],[nan]
806,No Alternate Explanation: The Book of Mormon's authenticity is buttressed by the fact that there exists no plausible substitute explanation of the Book's existence.The Solomon-Spaulding theory is untenable.,['fallacy of extension'],[nan],[nan]
807,"Suppose we tie our policy recommendations to plans with the most likely benefits-to-cost ratios. In that case, we have forced politics to be about ideas and problem-solving instead of simply providing group solidarity based on a shared hatred of the other side.The increase in partisanship is not about different ideas. Rival tribalism is untethered from ideology. Increased polarization has less to do with ideas than hostile feelings (negative partisanship) towards others.",['fallacy of extension'],[' Our deficit is a problem.\nClick here to see the claims underneath.\n '],[nan]
808,The phrase is undermined because the criteria to determine what constitutes extraordinary evidence is unclear or nonsense.Evidence is evidence. There are no different kinds of evidence. If a theory is supported by evidence then it is supported. If evidence contradicts a theory then it needs to be thrown away. But there is no requirement for any special kind of evidence.,['fallacy of extension'],[nan],[nan]
809,Circumcision violates body autonomy.Bodily integrity applied to circumcision (as opposed to the original idea) is a new concept that doesn't necessarily have any real standing as a human right.,['fallacy of extension'],[nan],[nan]
810,"God was not formed but has always been.The parent claim is about Occamian priors, ""having always existed"" is just another addition to the complexity of the God hypothesis making it yet more improbable.",['fallacy of extension'],[nan],"[' ""Natural processes"" have nothing to do with the reason why a more complex hypothesis is less probable than a simpler hypothesis.\nClick here to see the claims underneath.\n  Adding something and undoing the subtraction of something are equivalent actions, so that part is not relevant.\n Unclear', ' ""Natural processes"" have nothing to do with the reason why a more complex hypothesis is less probable than a simpler hypothesis.\nClick here to see the claims underneath.\n  5\nAdding something and undoing the subtraction of something are equivalent actions, so that part is not relevant.\n Unclear']"
811,"Data, in its purest form, is just information and the internet facilitates communicating this information in the same way a public square facilitates publicly excising speech. To discriminate against data is thus analogous to violating people's rights to free speech.Net Neutrality is not about discriminating against the eventual arrival of data, it is about providers being able to prioritize data. To use your analogy it is like fire trucks being able to put on the siren and pass by taxis taking people to the public square.",['fallacy of extension'],[nan],[nan]
812,"This discussion isn't taking place in a court room, on a crime report, in a room full of legal professionals, and isn't attempting to prove a crime. Legal definition says theft and robbery are different things, dictionary definition says robbery is a type of theft. Given the forum where the discussion is taking place the broader dictionary definition is more appropriate.Murder equates to stealing someones life. Calling a murderer a thief however, would naturally imply that no life has been taken by the 'thief' and would thus be a misleading word to use for someone that has taken a life. This function applies whether it takes place either within or outside the legal system. Stating that taxation is theft when it is actually robbery is in the same way misleading and not appropriate even if robbery is a subset of thievery according to the dictionary.",['fallacy of extension'],[nan],[nan]
813,There is no evidence that any other philosophies are correct. As such there is no need to look for something without evidence in the first place.No one would go looking in every cupboard for a heltipaul (don't look it up it's a made up thing) unless they had evidence of its existence and reason to believe they could find it in a cupboard.,['fallacy of extension'],"[' If God were simply a made up concept in a way like making up an imaginary friend, adults would ignore God as widely as they ignore imaginary friends. Most adults believe in God, which doesn’t prove God’s existence, but it does give some burden of disproof to atheists.\nClick here to see the claims underneath.\n ']",[nan]
814,"Chicago has some of the strictest gun laws in America, and yet also has some of the highest rates of gun crime.Smugglers in Illinois are able to easily drive to neighbouring Indiana, make large firearm purchases and return.",['fallacy of extension'],[nan],[nan]
815,"With guns being 140 times more effective than the rest...So someone is less dead if they jump in front of a train?  Or asphyxiate themselves with CO2 canisters and plastic bags in a secluded area?  Or jump off a bridge that's several hundred feet high?  Or who stab themselves in the jugular veins?  How can you suggest someone is ""140x more dead"" from guns than those situations, which already are pretty much guaranteed to be fatal.",['fallacy of extension'],[nan],"[' Walking off a bridge, or stabbing themselves quickly, etc. take more effort in your opinion than going to a gun store, passing a background check/whatever other hurdles there are in their state, and then going through with the suicide?  They literally have to drive/walk to the store before they can even begin that process, as opposed to being able to drive/walk to the bridge and complete it, or stay at home with a kitchen knife.\nClick here to see the claims underneath.\n ']"
816,"The parent claim and its supporting child claim clearly reference design by committee for the trilogy as a whole, not the Last Jedi in isolation. This is a straw man argument.That was not at all clear.  To address your revised claim two directors acting separately still do not amount to a committee.

The phrase ""design by committee"" connotes a process in which many creatives are given a simultaneous input into a design that, by virtue of a multiplicity of ideas, does not express a clear creative vision but does address a broad base of concerns.

What you are describing is consecutive design by dictator where single creatives are given authorship.",['fallacy of extension'],[nan],[' Creative control being given to constitutive directors one after another does not constitute a committee.\nClick here to see the claims underneath.\n ']
817,"This is a strawman argument. The criticism that was made was not of the paper or its conclusion, but of the false claim being made about what the paper's findings showed.Oh yes it was...""A total of 22 case-patients were hospitalized, with 6% in those with PRN+B. pertussis compared to 3% in those with PRN–B. pertussis (unadjusted P = .11).""",['fallacy of extension'],"[' My ""assumption"" is based on data in the paper, see table 3. Total Vaccinated= 572 ; Total unvaccinated = 94. 11.4% of vac. cases were PRN+, compared to 31% of unvaccinated cases i.e. 6 times more likely to contract PRN+ strains therefore my conclusion holds.\nClick here to see the claims underneath.\n ']","[' The argument assumes that individuals hospitalized with PRN+ strains are more likely to be unvaccinated and that those with PRN- are more likely to be vaccinated, but the study does not show this. It is an assumption.\n This argument simply obfuscates the point, which is not that vaccinated individuals have a higher chance of being infected with PRN- than PRN+ strains, but that vaccinated individuals have a higher chance of being infected with PRN- strains THAN UNVACCINATED INDIVIDUALS. Get it?']"
818,"Vegan morality is inconsistent and hypocritical in valuing one life (animals) over another (plants, fungi, and microbes).Humans consider animal pain to be more important than plant pain only because of the former's proximity to their lived experience. This is an anthropocentric bias.",['fallacy of extension'],[nan],[nan]
819,"It is a strawman argument to argue that saying ""Black Lives Matter"" is inferring that only black lives matter. It only serves to misrepresent the argument, and in making the claim one remains naive, wilfully or not, to their platform.Clarifying a platform when their stated motto seems unclear is not an invalid argument.",['fallacy of extension'],[nan],[nan]
820,"“The Byzantines have been defeated. In the nearest land. But they, after their defeat, will triumph. Within three to nine years.” Byzantines were defeated and did rebound in 3-9 years in a near land to where the verses were revealed.The Persians defeated the Byzantines and captured Jerusalem at about 614-615 CE. The Byzantine counter-offensive did not begin until 622 CE and the victory was not complete until 628 CE, making it a period of around 13-14 years, not 3-9, as claimed in the Quran.",['fallacy of extension'],[nan],[' This is an instance of special pleading.\nClick here to see the claims underneath.\n ']
821,"Taxes aren't crimes. They are simply citizens paying for the services their goverment provides.Governments defend people's right to private property, which could otherwise be breached in any number of ways (theft, financially motivated murder...) without consequence. In order to provide this protection, it is necessary for governments to source funding somehow. This is the principle behind taxes, which are not immoral in this light.",['fallacy of extension'],[nan],[nan]
822,"Science doesn't prove that there is a God, and neither does it prove that there isn't a God. Therefore, science can't back the certain claim that there is no God.Russel's Teapot. Burden of proof lies upon a person making unfalsifiable claims, rather than shifting the burden of disproof to others.",['fallacy of extension'],"[' Another unfalsifiable topic related to theism and worthy of consideration is near death experiences. These supernatural experiences may be tough or impossible to study scientifically, but they change the lives of sincere people. A cosmic Teapot is not likely of any sincere significance to anyone.']","["" If it was proposed that Russell's Teapot was non-contingent and what created the universe and all life it would be as believable as the existence of a deity.\nClick here to see the claims underneath.\n ""]"
823,"Science provides probable evidence for the existence of God.Intelligent design fails to explain why an intelligent designer advanced enough to be capable of creating life and steering evolution, is inept enough to create a host of Genetic Disorders and the poorly designed the Laryngeal Nerve.",['fallacy of extension'],[nan],[nan]
824,"Atheists are capable of arguing with logic. But if God is what gives logic value, then the argument against God is of course wrong. If logic is valid because of pragmatism, then illogical decisions are also valid because they also often work. If logic is valid because it is real, feelings are also valid because they are real. Only the theist can logically say that logic is most valid, based on the current evidence.Logic is pragmatically valid because it is real. In a universe where logic holds, there must necessarily be rational explanations for why a particular ""illogical"" decision works better than the ""logical"" alternative, even if they are not available to those making the decision. The fact that using pragmatic heuristics works better than behaving like a straw vulcan does not make the illogical preferable to the logical.",['fallacy of extension'],[' The less educated have more kids.'],"["" Referencing the concept of a straw vulcan is describing a common misconception about what it means to be logical, it's not an accusation of attacking a strawman argument.\nClick here to see the claims underneath.\n  A human is not the same entity as their genes' evolutionary fitness - of course for an entity other than yourself, who benefits when you make mistakes, it's pragmatically useful for you to be illogical!""]"
825,"There are significant examples of direct democracy violating the rights of minorities.Between 2004 and 2008, twenty-six American states banned marriage equality by referendum.",['fallacy of extension'],"[' The electoral college was designed to address this concern from small USA states. This, and other techniques, would be required in order to a allow the desired outcome. No outcome preference is excluded based on the desire for free online access.\nClick here to see the claims underneath.\n ']",[nan]
826,"In Sweden (one of the largest welfare states) if each citizen were given a basic liveable income of 12,000€/year, the annual cost of this policy alone would be as much as the government spends in total. This seems unaffordable.12,000 Euros is too high for UBI. $7,500 would be nearer the mark so 6,500 Euros or £5,500. The fact that the example states 12,000 Euros and goes on to state that this would be unaffordable is testament to the fact that it would not be set this high in the first place.",['fallacy of extension'],[nan],[nan]
827,"Believe in God, and upon death you either go to heaven if you're right or nothing happens if you're wrong. Do not believe in God, and you either go to hell, or nothing happens. Belief in a god risks nothing; not believing risks eternal damnation. Choosing the option with the only positive outcome seems logical, rather than electing into an option with only neutral or negative outcomes.This is a problematic argument known as Pascal's Wager.",['fallacy of extension'],[nan],[nan]
828,Blaise Pascal was both a groundbreaking scientist and an important religious thinker.Pascal's Wager is a problematic argument that doesn't convincingly justify religious beliefs.,['fallacy of extension'],[nan],[nan]
829,"This statement works against itself. We are currently overpopulating the planet. In this light, limiting birth rate is what is best for society, and abortion works in parallel to this goal, as reflected in China's ""one child"" policy. Saying regulation is good for society, therefore women should not have freedom about they bodies, therefore abortion should be banned is a fallacy.Overpopulation has been discussed in another branch. If this is your only measure in determining what is best for society, killing others would also work in parallel to the goal. Using overpopulation as a justification for killing is a fallacy.",['fallacy of extension'],[nan],[nan]
830,Gun laws in the US impact many non-US citizens and countries around the world.Individuals and gangs abuse weak US gun laws to acquire guns when they cannot get guns in places with strong gun laws. Adopting stricter universal gun control regulations would address this.,['fallacy of extension'],[nan],[nan]
831,"A 100% income tax rate (all earned income from all citizens is confiscated by the state) would clearly be theft. A 0% tax rate is clearly not theft. Therefore, any level of taxation above 0% is a gradation of theft.A parent having 100% control over their offspring's life would inarguably be slavery. A parent having 0% control over their offspring's life would inarguably not be slavery. Therefore any parent exercising any control over their offspring at any point in their life is a gradation into slavery. Both cases are more complex than these reductive analyses.",['fallacy of extension'],[nan],[nan]
832,"Laws and regulations don't stop the criminally inclined from accessing guns illegally.More than 20% of all guns in Chicago are purchased legally in Indiana, which has much more relaxed gun laws.",['fallacy of extension'],[nan],[nan]
833,"Moral arguments support the existence of God.In Plato's Socratic Dialogue ""Euthyphro,"" it is proved that morality cannot feasibly come from a god, and thus must either exist or not independently. Thus moral arguments for god are all based on a shaky standing.",['false dilemma'],"[' It commits the fallacy of false dilemma, in which something is falsely claimed to be an ""either/or"" situation, when in fact there is at least one additional option.\nClick here to see the claims underneath.\n  One could keep asking why is whatever moral standard considered such moral standard in an infinite regress.', "" If morality originates in God's nature rather than His command Euthyphro's dilemma is avoided.\nClick here to see the claims underneath.\n  One could keep asking why is whatever moral standard considered such moral standard in an infinite regress.""]","['   It seems highly unlikely that neither Socrates, not Euthyphro, both great thinkers, one on either side of the debate, saw this supposed problem while they were discussing this dilemma.', ' 7\nIt seems highly unlikely that neither Socrates, not Euthyphro, both great thinkers, one on either side of the debate, saw this supposed problem while they were discussing this dilemma.', ' It seems highly unlikely that neither Socrates, not Euthyphro, both great thinkers, one on either side of the debate, saw this supposed problem while they were discussing this dilemma.']"
834,"There is no free will.Free will does exist because if it didn't we could create a formula or a machine that when you insert the situation and human nature, would bring out the exact action or choice that that person would make. So just to finish up, unless people create this machine, “Free will” will continue to exist",['false dilemma'],[nan],[nan]
835,"In Plato's Socratic Dialogue ""Euthyphro,"" it is proved that morality cannot feasibly come from a god, and thus must either exist or not independently. Thus moral arguments for god are all based on a shaky standing.If morality originates in God's nature rather than His command Euthyphro's dilemma is avoided.",['false dilemma'],[nan],"[' According to the ""God\'s nature"" response to the Euthyphro dilemma, the statement ""a thing is good because God willed it"" is simply not true. A thing is good because it\'s in God\'s nature, and God in turn wills things that are in his nature.\nClick here to see the claims underneath.\n ', nan]"
836,"In Plato's Socratic Dialogue ""Euthyphro,"" it is proved that morality cannot feasibly come from a god, and thus must either exist or not independently. Thus moral arguments for god are all based on a shaky standing.Euthyphro's dilemma could be regarded as a false dilemma.","['circular reasoning', 'false dilemma']","[nan, "" If morality originates in God's nature rather than His command Euthyphro's dilemma is avoided.\nClick here to see the claims underneath.\n ""]",[nan]
837,"This is a false dilemma because there is a third alternative, namely, God wills something because He is good. God’s own nature is the standard of goodness, and His commandments to us are expressions of His nature. Our moral duties are determined by the commands of a just and loving God.This means that if God were to command child abuse, we would be obligated to abuse our children.",['false dilemma'],[nan],[nan]
838,"Mandatory schooling infringes upon the rights of kids and their parents.All laws infringe upon some aspect of human freedom, but society determines whether their benefits outweigh these losses. In this case, being educated is clearly more beneficial than a lifetime of ignorance.",['false dilemma'],[nan],[nan]
839,A culture of political correctness protects minorities and those who feel outcast.It is self evident that action preventing groups or individuals becoming outcast is more important than actions preventing feelings of being outcast. PC culture addresses the latter instead of or over the former.,['false dilemma'],[nan],[nan]
840,"All Caused Things must have a Cause. Since an eternal regression of causes requires that the sum of all existence, as a whole, to be uncaused, and a finite regression of causes requires that the start of the regression be uncaused, it is necessary that an uncaused cause exists.From observations about causality in the universe, an object or agent has two options in becoming a cause:
(1) Act upon itself, and therefore alter or destroy itself to affect an effect. In this case, even if God was a cause, it may not still exist.
(2) Act upon another object to affect an effect. But the proposition of a 'first cause' assumes no other objects exist.

Either way, the argument cannot lead us to the conclusion a God still exists (or ever existed).",['false dilemma'],[nan],[nan]
841,"Political correctness is detrimental to society.PC tries to remove the symptoms, not the causes, of some bad beliefs.",['false dilemma'],[nan],[nan]
842,"Morality precedes religion. Therefore, religion is not necessary for determining right from wrong.If morality was based on religion, it would imply that non religious people are immoral, which is not true.",['false dilemma'],"[' It could also mean what we consider as ""non- religious"" only means not subscribing to any religion popular religion. While their personal beliefs and understanding of the world could be classified as their personal religion.\nClick here to see the claims underneath.\n  Religion may have caused morality, and atheists could have subscribed to the the result but not the cause.']",[nan]
843,"Absent religion, ideologies fill the void and motivate humans to do terrible things.Secular causes have cause several times as many war deaths throughout history.",['false dilemma'],[nan],[nan]
844,There are examples of unsuccessful secular societies that produced large scale atrocities.Secular causes have cause several times as many war deaths throughout history.,['false dilemma'],[nan],[nan]
845,"Religion been used as social control by people. However, it is human nature to misuse certain structures for  personal benefit, therefore the misuse of social control isn't inherent to religion, but to human behavior.Secular causes have cause several times as many war deaths throughout history.",['false dilemma'],[nan],[nan]
846,"Chivalrous behavior is predicated on the notion of women not being strong or independent enough.It's not that women are not strong or independent enough, it's just that men are typically stronger. If men felt no duty to protect and preserve women, they could, and have, become absolute tyrants. By instilling a sense of duty, we prevent this.",['false dilemma'],[nan],[nan]
847,"This is a false dilemma because there is a third alternative, namely, God wills something because He is good. God’s own nature is the standard of goodness, and His commandments to us are expressions of His nature. Our moral duties are determined by the commands of a just and loving God.Any content of God's nature can be asserted to be good: the argument is blind to the distinction between good and bad, and therefore cannot account for the difference. The content of God's nature could be evil.",['false dilemma'],[nan],[nan]
848,"Compared to other products, there is insufficient research into GMOs. They should be banned until they can be unequivocally confirmed to be safe for people and the environment.That GMOs pose health risks is an unconfirmed hypothesis. Meanwhile, the global hunger crisis is a proven and evident fact. Denying people life-saving GM food because of the unconfirmed health concerns surrounding it would likely cause more deaths than if the distribution of GM food were continued.","['false equivalence', 'false dilemma']",[nan],[nan]
849,"African-American men are disproportionately affected by disenfranchisement (p. 85).The reason why African-American men are disproportionately affected by disenfranchisement is that they are disproportionately impacted by felony convictions. The solution to this is to end racist conviction patterns, not to end felony disenfranchisement.",['false dilemma'],[nan],[nan]
850,Money is ineffective as apology.Most people will prefer an in-kind payment that removes obstacles to true equality instead of monetary compensation.,['false dilemma'],"[' Many nations have used reparations to set up funds for long-term institutions and programs.\nClick here to see the claims underneath.\n  Some calls for reparations for slavery call for using monetary compensation to fund institutions such as higher education, adequate housing and other goods that have been historically denied to Black Americans.']",[nan]
851,"Due to the particularly precarious and vulnerable position refugees are in, there is a moral obligation on high-income countries to take them in.High-income nations already have sizeable populations of vulnerable citizens whom they must protect and provide for. If these countries take in greater numbers of refugees, this may result in a harmful deprioritization of their most in-need citizens.",['false dilemma'],[nan],[nan]
852,"The knowledge that a judge may not be elected again if their decisions are too unfair or against public opinion makes judges operate in a fashion that is responsive to public opinion.The law should operate on principles of fairness and justice, not public opinion.",['false dilemma'],"[' When the public elects a judge, they are presumably selecting the person who they think are best able to decide what is just.\nClick here to see the claims underneath.\n ']",[nan]
853,An individual’s reputation can be used to provide context and weight to their contributions.'Reputation' is a very spurious way to establish somebody's credentials.,['fallacy of credibility'],[nan],[nan]
854,God exists.Occam's razor suggests that the absence of evidence of God's existence is some evidence for the absence of God.,['circular reasoning'],[nan],[nan]
855,"Children and some people with mental disabilities are also unable to express their preferences, but are still granted rights.Humans with disabilities are given rights due to their citizenship in a human nation. Animals are not given citizenship in general due to the nature of their being.",['circular reasoning'],[nan],[nan]
856,"Many people have religious experiences involving God.God spoke to Moses ""as a man speaketh to another."" Exodus 33:11.",['circular reasoning'],"[' You can\'t prove the existence of the author of a writing with the argument that it\'s written in the writing. It is written in the Hobbit, or there and back again that Bilbo Baggins is writing ""there and back again"" therefore Bilbo Baggins exists. Yet we know that Bilbo Baggins is a fictional character invented by Tolkien.']","[' 1\nThis claim is not about the Bible claiming it is true. It is about the Bible containing scientific facts and ethical principles which are ahead of their time and predictions of the future which can reasonably be explained by devine inspritation.\nClick here to see the claims underneath.\n ', ' This claim is not about the Bible claiming it is true. It is about the Bible containing scientific facts and ethical principles which are ahead of their time and predictions of the future which can reasonably be explained by devine inspritation.\nClick here to see the claims underneath.\n ']"
857,Empirical evidence indicates the non-existence of God.Atheism holds that the absence of evidence for God's existence is good evidence that God does not exist.,['circular reasoning'],[nan],[nan]
858,Philosophical arguments support the existence of God.Occam's razor suggests that the absence of evidence of God's existence is some evidence for the absence of God.,['circular reasoning'],[nan],[nan]
859,"The contingency argument is self-defeating since it implies that God must also have a sufficient reason to exist.The Principle of Sufficient Reason suggests that everything requires a sufficient reason for its existence, but says nothing about whether this reason is internal or external to the thing itself.",['circular reasoning'],[nan],[nan]
860,"The argument that God's morals are subjective does not apply if God is of a different kind and mind than us. If we are created rather than begotten (that is being of different, more limited kind merely resembling the creator) then our perception of available morality is not going to be equal to that of God.If God's morality is beyond our comprehension, even given our imperfect being, we must act on the information that we have, because it is the only information we have, and thus what God wanted us to see. If we see God's morality as subjective, it is God's will that we interpret it as such.",['circular reasoning'],[nan],"["" It is tautological to assume we know God's will without basis. This can be remedied either by denying God's existence, or assuming he desires us to know what we do. A third option does not readily present itself, so we should assume what we can deduce.\nClick here to see the claims underneath.\n ""]"
861,"Many people have religious experiences involving God. Not just beliefs, but actual experiences.God spoke to Moses ""as a man speaketh to another."" Exodus 33:11.",['circular reasoning'],"[' You can\'t prove the existence of the author of a writing with the argument that it\'s written in the writing. it is written in the Hobbit, or there and back again that Bilbo Baggins is writing ""there and back again"" therefore Biblo Baggins exists. Yet we know that Biblo Baggins is a fictional character invented by Tolkien.']",[' This claim is not about the Bible claiming it is true. It is about the Bible containing scientific facts and ethical principles which are ahead of their time and predictions of the future which can reasonably be explained by devine inspritation.\nClick here to see the claims underneath.\n ']
862,There is evidence that the Church of Jesus Christ is God's only true Church.The Book of Mormon is ample evidence for anyone who seeks to know the truth of the Church of Jesus Christ.,['circular reasoning'],[nan],[nan]
863,AtheismReligion is irrelevant and even thinking about it consumes precious time useful elsewhere.,['circular reasoning'],[nan],[nan]
864,The existence of God cannot be disproven.The reliability of empirical evidence cannot be proved empirically and to assume it can is to reason in a circle.,['circular reasoning'],[nan],[nan]
865,Empirical evidence indicates the non-existence of God.The reliability of empirical evidence cannot be proved empirically and to assume it can is to reason in a circle.,['circular reasoning'],[nan],[nan]
866,The non-existence of God is consistent with empirical evidence.The reliability of empirical evidence cannot be proved empirically and to assume it can is to reason in a circle.,['circular reasoning'],[nan],[nan]
867,"We are not in a position to know whether particular sufferings are unnecessary from God's position because our understanding of the vast web of causes and effects of particular sufferings could not reasonably be expected to measure up to an all-knowing God's.If God's morality is beyond our comprehension, even given our imperfect being, we must act on the information that we have, because it is the only information we have, and thus what God wanted us to see. If we see God's morality as subjective, it is God's will that we interpret it as such.",['circular reasoning'],[nan],"["" It is tautological to assume we know God's will without basis. This can be remedied either by denying God's existence, or assuming he desires us to know what we do. A third option does not readily present itself, so we should assume what we can deduce.\nClick here to see the claims underneath.\n ""]"
868,"Though the amount by which the discrepancy is present varies from creation account to creation account, most creation accounts contain unverifiable claims (existence of a god etc.), logical inconsistencies (light shining on Earth before Sun invented etc.) and disconnect from currently accepted science (age of the Earth etc.)There is a lot of evidence supporting the Biblical account of a 6-thousand-year-old universe. And so-called evidence for billions of years are based on circular reasoning.",['circular reasoning'],"["" If Adam and Eve were the only original creations, the appearance of Cain's wife leaves an enormous hole in the story.\nClick here to see the claims underneath.\n  Occam's Razor clearly points to an old Earth because assumptions are not required. We would have to explain too many weird things that don't fit with that narrative.""]",[nan]
869,"Objective moral facts exist.If someone who doesn't initially believe in God is justified in believing this premise, they will simply conclude that objective moral facts may exist even if God doesn't exist, and so will reject the other premise.",['circular reasoning'],[nan],"["" As morality doesn't explicitly relate to God, if one initially is skeptical about the existence of God but is convinced that objective moral facts exist, one will then conclude that God may not exist even if objective morality exists.\nClick here to see the claims underneath.\n ""]"
870,"The Bible shows that God felt all human lives should be protected, including those in the womb.There is no scientific or factual evidence whatsoever of the existence of a ""God"", and any beliefs that are credited to him are simply moral constructs devised by humans.",['circular reasoning'],[nan],[nan]
871,"Some religious values and beliefs support the view that abortion is immoral.There is no scientific or factual evidence whatsoever of the existence of a ""God"", and any beliefs that are credited to him are simply moral constructs devised by humans.",['circular reasoning'],[nan],[nan]
872,There are psychological and sociological reasons to doubt that God exists.God is an association of agency where there is none (Type I error).,['circular reasoning'],[nan],[nan]
873,God exists.God is an association of agency where there is none (a type two cognitive error).,['circular reasoning'],[nan],[nan]
874,"Kant's philosophy of human dignity can be interpreted as supporting rehabilitation.Kant's notion of ""good will"" does not mean being nice towards others but instead means making moral judgments out of recognizing one's duty. This stance is inherently neutral regarding the question of rehabilitation or punishment.",['circular reasoning'],[nan],[nan]
875,The Book of Mormon is an authentic ancient text.Joseph Smith authored The Book of Mormon.,['circular reasoning'],[nan],[nan]
876,[Many Different Paths] Different beliefs and purposes have lead individuals to success (by the standard set by the people of the time).If there was one true purpose to life why would other purpose lead to success?,['circular reasoning'],[nan],[nan]
877,"The classical definition of God is contradictory or incoherent, and thus God cannot in principle exist.God and Existence are not clearly defined.",['circular reasoning'],[nan],[nan]
878,God exists.God and Existence are not clearly defined.,['circular reasoning'],[nan],[nan]
879,Philosophical arguments support the existence of God.God and Existence are not clearly defined.,['circular reasoning'],[nan],[nan]
880,"The classical God is apparently an imagined God who is infinitely powerful, perfect, immortal, moral, etc., with all the ideal qualities imaginable.Proving His existence is likely impossible as He probably exists only in the imagination & not in reality.",['circular reasoning'],[nan],[nan]
881,"Leibnizian Cosmological Argument (by Dr. William Ln. Craig)
1. Everything that exists has an explanation of its existence, either in the necessity of its own nature or in an external cause.
2. If the universe has an explanation of its existence, that explanation is God. 
3. The universe exists. 
4. Therefore, the universe has an explanation of its existence. 
5. Therefore, the explanation of the existence of the universe is God.Premise 2 accepts the conclusion of the argument that it is supposed to support. By saying, the universe is explained by God, the requirement for this premise to be considered sound would be to demonstrate a God exists, which is what this  the argument is about in the first place. This is tantamount to circular reasoning.",['circular reasoning'],[nan],[nan]
882,"There are no empirical proofs or conclusive logical-philosophical demonstrations of the existence of God. God is only known in faith. You can never 'prove' the nature of that experience to those without faith, as by definition that experience is personal.The Catechism of the Catholic Church (#47) declares that ""the one true God, our Creator and Lord, can be known with certainty from his works, by the natural light of human reason (cf. Vatican Council I, can. 2 § 1: DS 3026).""",['circular reasoning'],[nan],[nan]
883,"In order to know God, one must believe that God exists while engaging in faithful practice.The Catechism of the Catholic Church (#47) declares that ""the one true God, our Creator and Lord, can be known with certainty from his works, by the natural light of human reason (cf. Vatican Council I, can. 2 § 1: DS 3026).""",['circular reasoning'],[nan],[nan]
884,"Considering legacy in admissions can harm the overall diversity of a college.Rakesh Khurana, Dean of Harvard College, claimed that legacy preference fosters another kind of diversity: placing people with deep Harvard experience alongside those without it.",['circular reasoning'],[nan],[nan]
885,"If someone who initially doesn't believe in God can be justified in believing this, they won't believe that God is necessary for objective moral facts to exist.If one can be an atheist and accept that objective moral facts exist, then such an atheist will not accept the second premise, that if God doesn't exist, objective moral facts don't exist.",['circular reasoning'],[nan],"[' They are not using it as a premise but rather in the form of epistemic priors. On a non-theistic epistemic prior, there is a significant chance that god does not exist. The premises are evaluated in light of such a prior.\nClick here to see the claims underneath.\n ']"
886,“Logic works” is an unfounded assumption.Empirical evidence shows us that logic works.,['circular reasoning'],[nan],[nan]
887,There is reasonable evidence supporting the existence of God.The Book of Mormon provides reasonable evidence of the existence of a Christian God.,['circular reasoning'],[nan],[nan]
888,Testimonial evidence supports the existence of God.The Book of Mormon provides reasonable evidence of the existence of a Christian God.,['circular reasoning'],[nan],[nan]
889,Holy Scripture offers proofs and evidence for the existence of God.The Book of Mormon provides reasonable evidence of the existence of God.,['circular reasoning'],[nan],"[' The Book of Mormon, Another Testament of Jesus Christ, substantiates the claims of the existence of God from the Old Testament and New Testament of the Bible and thus it is not circular reasoning.\nClick here to see the claims underneath.\n ']"
890,The Electoral College should be abolished.The EC is a critical structure that helps prevent the Executive mob rule issues associated with a Democracy. This is particularly important now that the Senate is no longer significantly different than the House.,['circular reasoning'],[nan],[nan]
891,"The existence of God can be assumed in the same way all of us here assume the existence of objective truth, the power of logic, and the ability of humans to utilise true logic.Logic works because it's a form of inference and it's a studied and valid reasoning to accumulate knowledge. It's not an assumption.",['circular reasoning'],"[' The assumption that logic is a source of knowledge is so self-evident, so strikingly obvious that easily make this assumption without realizing we have done it.\n Because we assume logic gives us knowledge then we assume that the products we derive from logic are knowledge. If however logic is not a valid means of acquiring knowledge then its products can not be assumed to correspond to reality or truth.']",[' The study of logic is in itself knowledge.\nClick here to see the claims underneath.\n ']
892,"It is not an empirically accepted fact that it is better to believe only in things that have been proven.While it is difficult to think - on the level of practicalities - of a life where one only believes in proven things (there are plenty of things that one takes on provisionally or possibilities that rational people give temporary assent to), this is not the same thing as to say that one has a warrant to believe in religion. Religions require faith in the supernatural which, in principle, can never be demonstrated.",['circular reasoning'],[nan],"[' The determination of likelihood of existence is complex. Not accepting something that has any likelihood of existence but is not demonstrated is a very reasonable position to hold. In the case of religion with so many different ideas and equal proof between the many hundreds of thousands (if not billions) of ideas of God, likelihood is not in favour of any of them at all and requires no circular reasoning to hold a position of nonexistence.\nClick here to see the claims underneath.\n ']"
