,claim,labels
3303,God exists.Occam's razor suggests that the absence of evidence of God's existence is some evidence for the absence of God.,['circular reasoning']
3304,"Children and some people with mental disabilities are also unable to express their preferences, but are still granted rights.Humans with disabilities are given rights due to their citizenship in a human nation. Animals are not given citizenship in general due to the nature of their being.",['circular reasoning']
3305,"Many people have religious experiences involving God.God spoke to Moses ""as a man speaketh to another."" Exodus 33:11.",['circular reasoning']
3306,Empirical evidence indicates the non-existence of God.Atheism holds that the absence of evidence for God's existence is good evidence that God does not exist.,['circular reasoning']
3307,Philosophical arguments support the existence of God.Occam's razor suggests that the absence of evidence of God's existence is some evidence for the absence of God.,['circular reasoning']
3308,"The contingency argument is self-defeating since it implies that God must also have a sufficient reason to exist.The Principle of Sufficient Reason suggests that everything requires a sufficient reason for its existence, but says nothing about whether this reason is internal or external to the thing itself.",['circular reasoning']
3309,"The argument that God's morals are subjective does not apply if God is of a different kind and mind than us. If we are created rather than begotten (that is being of different, more limited kind merely resembling the creator) then our perception of available morality is not going to be equal to that of God.If God's morality is beyond our comprehension, even given our imperfect being, we must act on the information that we have, because it is the only information we have, and thus what God wanted us to see. If we see God's morality as subjective, it is God's will that we interpret it as such.",['circular reasoning']
3310,"Many people have religious experiences involving God. Not just beliefs, but actual experiences.God spoke to Moses ""as a man speaketh to another."" Exodus 33:11.",['circular reasoning']
3311,There is evidence that the Church of Jesus Christ is God's only true Church.The Book of Mormon is ample evidence for anyone who seeks to know the truth of the Church of Jesus Christ.,['circular reasoning']
3312,AtheismReligion is irrelevant and even thinking about it consumes precious time useful elsewhere.,['circular reasoning']
3313,The existence of God cannot be disproven.The reliability of empirical evidence cannot be proved empirically and to assume it can is to reason in a circle.,['circular reasoning']
3314,Empirical evidence indicates the non-existence of God.The reliability of empirical evidence cannot be proved empirically and to assume it can is to reason in a circle.,['circular reasoning']
3315,The non-existence of God is consistent with empirical evidence.The reliability of empirical evidence cannot be proved empirically and to assume it can is to reason in a circle.,['circular reasoning']
3316,"We are not in a position to know whether particular sufferings are unnecessary from God's position because our understanding of the vast web of causes and effects of particular sufferings could not reasonably be expected to measure up to an all-knowing God's.If God's morality is beyond our comprehension, even given our imperfect being, we must act on the information that we have, because it is the only information we have, and thus what God wanted us to see. If we see God's morality as subjective, it is God's will that we interpret it as such.",['circular reasoning']
3317,"Though the amount by which the discrepancy is present varies from creation account to creation account, most creation accounts contain unverifiable claims (existence of a god etc.), logical inconsistencies (light shining on Earth before Sun invented etc.) and disconnect from currently accepted science (age of the Earth etc.)There is a lot of evidence supporting the Biblical account of a 6-thousand-year-old universe. And so-called evidence for billions of years are based on circular reasoning.",['circular reasoning']
3318,"Objective moral facts exist.If someone who doesn't initially believe in God is justified in believing this premise, they will simply conclude that objective moral facts may exist even if God doesn't exist, and so will reject the other premise.",['circular reasoning']
3319,"The Bible shows that God felt all human lives should be protected, including those in the womb.There is no scientific or factual evidence whatsoever of the existence of a ""God"", and any beliefs that are credited to him are simply moral constructs devised by humans.",['circular reasoning']
3320,"Some religious values and beliefs support the view that abortion is immoral.There is no scientific or factual evidence whatsoever of the existence of a ""God"", and any beliefs that are credited to him are simply moral constructs devised by humans.",['circular reasoning']
3321,There are psychological and sociological reasons to doubt that God exists.God is an association of agency where there is none (Type I error).,['circular reasoning']
3322,God exists.God is an association of agency where there is none (a type two cognitive error).,['circular reasoning']
3323,"Kant's philosophy of human dignity can be interpreted as supporting rehabilitation.Kant's notion of ""good will"" does not mean being nice towards others but instead means making moral judgments out of recognizing one's duty. This stance is inherently neutral regarding the question of rehabilitation or punishment.",['circular reasoning']
3324,The Book of Mormon is an authentic ancient text.Joseph Smith authored The Book of Mormon.,['circular reasoning']
3325,[Many Different Paths] Different beliefs and purposes have lead individuals to success (by the standard set by the people of the time).If there was one true purpose to life why would other purpose lead to success?,['circular reasoning']
3326,"The classical definition of God is contradictory or incoherent, and thus God cannot in principle exist.God and Existence are not clearly defined.",['circular reasoning']
3327,God exists.God and Existence are not clearly defined.,['circular reasoning']
3328,Philosophical arguments support the existence of God.God and Existence are not clearly defined.,['circular reasoning']
3329,"The classical God is apparently an imagined God who is infinitely powerful, perfect, immortal, moral, etc., with all the ideal qualities imaginable.Proving His existence is likely impossible as He probably exists only in the imagination & not in reality.",['circular reasoning']
3330,"Leibnizian Cosmological Argument (by Dr. William Ln. Craig)
1. Everything that exists has an explanation of its existence, either in the necessity of its own nature or in an external cause.
2. If the universe has an explanation of its existence, that explanation is God. 
3. The universe exists. 
4. Therefore, the universe has an explanation of its existence. 
5. Therefore, the explanation of the existence of the universe is God.Premise 2 accepts the conclusion of the argument that it is supposed to support. By saying, the universe is explained by God, the requirement for this premise to be considered sound would be to demonstrate a God exists, which is what this  the argument is about in the first place. This is tantamount to circular reasoning.",['circular reasoning']
3331,"There are no empirical proofs or conclusive logical-philosophical demonstrations of the existence of God. God is only known in faith. You can never 'prove' the nature of that experience to those without faith, as by definition that experience is personal.The Catechism of the Catholic Church (#47) declares that ""the one true God, our Creator and Lord, can be known with certainty from his works, by the natural light of human reason (cf. Vatican Council I, can. 2 § 1: DS 3026).""",['circular reasoning']
3332,"In order to know God, one must believe that God exists while engaging in faithful practice.The Catechism of the Catholic Church (#47) declares that ""the one true God, our Creator and Lord, can be known with certainty from his works, by the natural light of human reason (cf. Vatican Council I, can. 2 § 1: DS 3026).""",['circular reasoning']
3333,"Considering legacy in admissions can harm the overall diversity of a college.Rakesh Khurana, Dean of Harvard College, claimed that legacy preference fosters another kind of diversity: placing people with deep Harvard experience alongside those without it.",['circular reasoning']
3334,"If someone who initially doesn't believe in God can be justified in believing this, they won't believe that God is necessary for objective moral facts to exist.If one can be an atheist and accept that objective moral facts exist, then such an atheist will not accept the second premise, that if God doesn't exist, objective moral facts don't exist.",['circular reasoning']
3335,“Logic works” is an unfounded assumption.Empirical evidence shows us that logic works.,['circular reasoning']
3336,There is reasonable evidence supporting the existence of God.The Book of Mormon provides reasonable evidence of the existence of a Christian God.,['circular reasoning']
3337,Testimonial evidence supports the existence of God.The Book of Mormon provides reasonable evidence of the existence of a Christian God.,['circular reasoning']
3338,Holy Scripture offers proofs and evidence for the existence of God.The Book of Mormon provides reasonable evidence of the existence of God.,['circular reasoning']
3339,The Electoral College should be abolished.The EC is a critical structure that helps prevent the Executive mob rule issues associated with a Democracy. This is particularly important now that the Senate is no longer significantly different than the House.,['circular reasoning']
3340,"The existence of God can be assumed in the same way all of us here assume the existence of objective truth, the power of logic, and the ability of humans to utilise true logic.Logic works because it's a form of inference and it's a studied and valid reasoning to accumulate knowledge. It's not an assumption.",['circular reasoning']
3341,"It is not an empirically accepted fact that it is better to believe only in things that have been proven.While it is difficult to think - on the level of practicalities - of a life where one only believes in proven things (there are plenty of things that one takes on provisionally or possibilities that rational people give temporary assent to), this is not the same thing as to say that one has a warrant to believe in religion. Religions require faith in the supernatural which, in principle, can never be demonstrated.",['circular reasoning']
3342,"Good advice does not prove other claims made in the same book. One can learn much about heroism from ""The Lord of the Rings"", but this does not prove that elves exist.As JRR Tolkien was inspired by Christianity, good advice from Lord of the Rings could be construed as evidence of God's divine wisdom.",['circular reasoning']
3343,There is no evidence that a material effect can emanate from a non-material cause.The universe itself can be considered 'evidence' that a material effect can emanate from a non-material singularity.,['circular reasoning']
3344,"If all we are doing is seeing which hypothesis is least complex, then all should clearly automatically accept the null hypothesis. But, since the null hypothesis is demonstrably incorrect (either there is a God or there isn’t - one has to be correct), we can see the futility of using only occam’s razor without elaborating further. Doing so assures we will be incorrect.Either there is an objectively greatest entity making objective truth valid, or there is not, making everything subjective.",['circular reasoning']
3345,"Good advice does not prove other claims made in the same book. One can learn much about heroism from ""The Lord of the Rings"", but this does not prove that elves exist.The Bible makes the claim that it contains God's divine wisdom; therefore, good advice is proof of whether or not divine wisdom exists in the book.",['circular reasoning']
3346,There are psychological and sociological reasons to doubt that God exists.This is only true if God does not exist so is circular reasoning because whether God exists is the subject of this debate. His not existing cannot be the premise of an argument.,['circular reasoning']
3347,"Voting is a right and should be denied to no citizen capable of understanding a ballot and communicating how they wish to fill it.""Voting should be a right for everyone"" is overly general. It should be denied to plants, animals, non-citizens, and children, for similar reasons.",['circular reasoning']
3348,"The Bible exists, but much of its authorship is unknown, even as to the New Testament. Without knowing the authors, we can never know what their motivations were for writing it.No matter what the authorship is, it is the content of the Bible that speaks for itself.",['circular reasoning']
3349,The Hindu caste system is morally justified.Hindu scripture says that the caste system should be followed.,['circular reasoning']
3350,"The Hindu caste system is morally justified.Hindu scripture says that the caste system should be followed, and Hindu scripture is true.",['circular reasoning']
3351,"Evolution is a better explanation of the facts than creation.Though the amount by which the discrepancy is present varies from creation account to creation account, most creation accounts contain unverifiable claims (existence of a god etc.), logical inconsistencies (light shining on Earth before Sun invented etc.) and disconnect from currently accepted science (age of the Earth etc.)",['circular reasoning']
3352,"Breastfeeding, the form in which infants are fed, could be compared to eating, and eating in public is not censored.Public eating is not censored because it does not include exposing one's breasts. Thus, breastfeeding cannot be effectively compared to eating in public.",['circular reasoning']
3353,"It's unclear how an individual would be freer if their choices didn't predictably follow from their preferences and tendencies (nature), combined with their thoughts, judgments, observations, physiological needs and desires, mood, etc.Any obstruction in the predictability of their choices (given all the relevant data) would have to result from some external source (randomness, demonic possession, etc), not determined by the individual's will. The interjection of such an external source, though making the individual less predictable, would arguably make them even less free, since it would restrict their ability to choose according to their nature.",['circular reasoning']
3354,"The complexity and precision found in nature and in living organisms indicate God's existence as the creator of all things.Phylogenetics indicates that evolution, not creation, is responsible for the diversity of life.",['circular reasoning']
3355,"Empirical studies of the complex processes of nature indicate that the natural world can be understood without appealing to divine creation.Phylogenetics indicates that evolution, not creation, is responsible for the diversity of life.",['circular reasoning']
3356,"A debate over whether God exists is an investigation of the God hypothesis, so anyone who chooses not to investigate God and instead ""assume[s] God exists based on intuition"" should not have any relevant input to make.All stances in any debate have assumptions. The assumptions themselves need to be evaluated. Evidence does not speak for itself but must be interpreted. No one interprets from a perspective free of assumptions.",['circular reasoning']
3357,"""Cost"" and ""market value"" are synonyms, in a free market absent price manipulations such as minimum wage laws.Cost is how much you pay for something, value is what it's worth. If people's labor was only worth what it cost, no company would make any money because they'd always make exactly as much back as they got in. Nobody (at least, not me) wants that. But the fact that supply and demand are used to determine how much is paid, we end up with extreme income inequality and a non-sustainable economy",['circular reasoning']
3358,God exists.There are psychological and sociological reasons to doubt that God exists.,['circular reasoning']
3359,"From this argument, one could only conclude that god created the universe. However, one must first know god existed for this argument to be valid. Therefore, the argument does not prove the existence of god.God exists would be the logical conclusion of the argument. One could continue the argument: 

6. If the explanation of the existence of the universe is God, then God exists. 
7. Therefore, God exists (from (5) and (6)).",['circular reasoning']
3360,"Agnosticism holds that the lack of evidence makes it impossible to know whether God exists.An all knowing, all seeing God would speak (or act) to make his presence known, and most major religions report that God makes his will clearly known by communicating to humans. Yet, no such communication exists today.",['circular reasoning']
3361,"""We hold these truth to be self evident that all men are created equal"" were the very first words of the new nation of America, words which were cemented into the highest of laws of the USA in 1868 with the 14th amendment and reaffirmed in 1964 with the Civil rights act.The declaration of independence is not the law of the land, and all men being created equal does not guarantee that criminals - which is what an illegal immigrant is, will not be punished for their crimes. The 14th amendment and the Civil Rights act are written for citizens not non-Citizens.",['circular reasoning']
3362,The Book of Mormon provides reasonable evidence of the existence of God.The Book of Mormon provides claims of the existence of a god. The claims themselves cannot be the evidence as that is circular reasoning.,['circular reasoning']
3363,"[#3] ""If God exists in some possible worlds, then God exists in all possible worlds.""God, as a necessary being, would have to exist in all possible worlds if he exists in some. Otherwise, he would be merely contingent.",['circular reasoning']
3364,"As long as truth is preferable to falsehood, we should acknowledge the validity of logic rather than ignoring it. The great-great-grandparent claim, by asserting that theistic explanations for morality and beauty are better than atheistic ones, is making a case for God's existence as a better hypothesis for explaining the evidence of ""morality"" and ""beauty"", hence is an evidential claim about truth, so we are operating under the assumption that truth is in fact preferable to falsehood.Truth is preferable to falsehood. The grandparent claim is an attempt to communicate the difficulty of explaining why truth is preferable to falsehood if there is no God.",['circular reasoning']
3365,"People do not pay taxes voluntarily. If forcing people to pay something is amoral for an individual, it should be considered as amoral for the government, too.People agree on a social contract by using government resources, which allows the government to tax them. These taxes can be used for welfare.",['circular reasoning']
3366,"The inductive argument for induction working in the real world, is that there are many examples that induction works in the real world (and not using induction doesn't work), and by induction we can generalize the principle that in the real world, we have to use inductive reasoning. Thus, an inductive argument for using inductive arguments in the real world exists proving the parent claim false by counterexample.The grandparent asserts that we HAVE to use inductive reasoning. This denies all deductive reasoning and a priori truth. There is no inductive argument that would lead to the conclusion we HAVE to use inductive reasoning. Indeed, the reliability of inductive reasoning itself is established on a priori truths.",['circular reasoning']
3367,"Prophecy need to be specific and unambiguous. If they are vague and open to interpretation you cannot say that a prophecy has been fulfilled, more you can say that 'my interpretation of this prophecy has been fulfilled.'Prophecies were written using Semitic literary devices much like Christ’s technique of teaching through parables where prophetic meaning can be resolved once the literary devices are understood.",['circular reasoning']
3368,"Copyright should die with the creatorThe main reason that it doesn't anymore is because companies like Disney wanted to have legal power over old creations. Copyright should only belong to the creator, and nobody else, therefore should die with them",['circular reasoning']
3369,"God is a figment of human imagination, and is therefore no more real than fire-breathing dragons and pink unicorns. Pre-scientific, pre-industrial people who knew less than we do made up supernatural (i.e. ""fake"") explanations based on superstition which were exaggerated over time.By definition, God existed before humans, therefore, human imagination did not exist until humans were created.",['circular reasoning']
3370,"The complexity and precision found in nature and in living organisms indicates God's existence.Phylogenetics indicates that evolution, not creation, is responsible for the diversity of life.",['circular reasoning']
3371,"Parents have the right and responsibility to make decisions for their children.Proprietarianism holds that children, as the products of their parents' labour and genetic resources, are the property of their parents.",['circular reasoning']
3372,"Despite being strong Catholic believers, members of the Italian Mafia do not act morally correct and lead good lives.Members of a criminal organization are not strong Catholic believers if they commit crimes.",['circular reasoning']
3373,Darwinian evolution is philosophy not science.A science makes a testable claim which must be established by observable evidence. Evolution proposes the argument that organisms have adapted over time in order to survive in their chosen/imposed environment. This claim has numerous examples of observational evidence.,['circular reasoning']
3374,"When a miracle is by our current understanding of the world impossible and illogical, there needs to be a crushing evidence to accept that miracle as real.If the existence of God is plausible, and His interference in the world if He exists is plausible, then there is no reason to consider miracles impossible.",['circular reasoning']
3375,"Governments that operate under a separation of church and state aren't positioned to claim authority to tax churches, regardless of whether churches do social good.If separation of church and state means that governments can't claim authority to tax churches, then it also means governments can't claim authority to impose any laws at all on churches. If churches are subject to the law, they can also be subject to taxation.",['circular reasoning']
3376,"The Church of Jesus Christ of Latter-day Saints contains Jesus Christ's restored gospel, which is the same Gospel taught by Jesus Christ during his mortal ministry.The Church of Jesus Christ is the only Church that continues to worship in temples like those found in the Old and New Testaments.",['circular reasoning']
3377,"The right to life is fundamental, but life begins at independent viability.Left to its own natural development a fetus will develop and be born. The externality of abortion changes this fact and therefore can only be considered killing/murder. For this reason any definition of life that begins with viability cannot be substantiated.",['circular reasoning']
3378,"Science is not the only way to determine truth.Science itself falls into the same epistemological trap as any other body of knowledge. It rests on assumptions (axioms) which themselves cannot be proven. The axioms of science are taken as self-evident. This self-evidence is therefore a higher standard of proof than science, because science relies on it to get its axioms. Self-evident proof can also supply us with a metaphysical science.",['circular reasoning']
3379,"Social gender roles are somewhat a reflection of human development and evolution, which is innate and not learned.Studies on toy preference suggest that gender differences may be innate.",['circular reasoning']
3380,"Parents have a right to educate their children in the faith of their choice. Without faith based education, this right is compromised.Parents may pass their religion on to their children, but they do not have the right to let religion get in the way of or mixed up with education. They should happen as separately as possible, as faith jeopardizes the logical and critical thinking required by actual knowledge.",['circular reasoning']
3381,"Billions of people all over the world today and historically the overwhelming majority feel they have witnessed, felt, or experienced sufficient proof to satisfy them enough to accept God's existence.There are numerous reasons of why people believe in God, and some of them haven't anything to do with proofs: family pressure, wishful thinking that death isn't the end of life, indoctrination, just because they ""feel it"", agent detection, etc.",['circular reasoning']
3382,"Premise 2 accepts the conclusion of the argument that it is supposed to support. By saying, the universe is explained by God, the requirement for this premise to be considered sound would be to demonstrate a God exists, which is what this  the argument is about in the first place. This is tantamount to circular reasoning.P2 is not circular reasoning. One could make P2 read: if the universe has an explanation of its existence, that explanation is an unembodied, transcendent mind. But this is what most people mean by God so the argument just uses God for brevity. One might not be convinced by the argument for a transcendent mind, but that is different from circular reasoning. There is no informal fallacy here.",['circular reasoning']
3383,A logically coherent supernatural event is an oxymoron.The word supernatural means that something is beyond the forces of nature. Logically coherent means that something is logical in nature thus explainable. A logical coherent supernatural event can not exist as it would just be a natural event.,['circular reasoning']
3384,"All animals have a right to live and be free of suffering.Humans are at the top of the food chain, which means that they are merely following the natural order of things when they kill and eat other animals.",['circular reasoning']
3385,"God is the best explanation for the beginning of the Universe.Leibnizian Cosmological Argument (by Dr. William Ln. Craig)
1. Everything that exists has an explanation of its existence, either in the necessity of its own nature or in an external cause.
2. If the universe has an explanation of its existence, that explanation is God. 
3. The universe exists. 
4. Therefore, the universe has an explanation of its existence. 
5. Therefore, the explanation of the existence of the universe is God.",['circular reasoning']
3386,"Because of the existence of evil, there cannot be a monotheistic God (as traditionally conceived).The traditional conception of God is internally incoherent.",['circular reasoning']
3387,It does not logically follow from the fact that evil exists that the monotheistic God (as traditionally conceived) cannot exist.The traditional conception of God is internally incoherent.,['circular reasoning']
3388,"Cost is how much you pay for something, value is what it's worth. If people's labor was only worth what it cost, no company would make any money because they'd always make exactly as much back as they got in. Nobody (at least, not me) wants that. But the fact that supply and demand are used to determine how much is paid, we end up with extreme income inequality and a non-sustainable economyCircular reasoning - unless given that value-as-defined-by-contribution is the true meaning of ""value"" or ""worth"", there is no reason to believe that a company that paid what people's labour was worth wouldn't make any money.",['circular reasoning']
3389,A self evident truth is the highest standard of establishing something to be true in epistemology. The direct experience of God is a claim of self evident truth. Plenty of people claim they have an experience of God.A self-evident conclusion is most likely an example of the fallacy begging the question.,['circular reasoning']
3390,"The definition of coercion is that somebody compels another to act against their own will through the use of force or a threat thereof, when the perpetrator's demand is not justified. Under the proposed policy, the state would use the threat of financial harm in order to make the doctor perform abortions, which is clearly coercive.The state's use of force in this case is justified, so this is not a genuine case of coercion.",['circular reasoning']
3391,"To even say that the way things are is the way they should be requires a moral judgement from outside the way things are. Therefore, even ""that which pursues preservation of my own life"" cannot be deemed moral without an external source.Nothing can come about ""outside of the way things are""—ex nihilo nihil fit, nothing comes from nothing—because literally nothing is outside of the way things are. All that *is* is that which is. All a moral judgement requires is that one can understand the way things are so that one figures out ways that things can be changed for the better and therefore ought to be changed to become better.",['circular reasoning']
3392,"While it is difficult to think - on the level of practicalities - of a life where one only believes in proven things (there are plenty of things that one takes on provisionally or possibilities that rational people give temporary assent to), this is not the same thing as to say that one has a warrant to believe in religion. Religions require faith in the supernatural which, in principle, can never be demonstrated.If one's principles cannot accept the existence of something that very likely could exist, then their principles are faulty and lead to circular reasoning.",['circular reasoning']
3393,Morality emerged through natural selection due to it enhancing genetic fitness.Moral behavior is the individual behavior that often causes the least harm and the greatest benefit to a population over multiple generations.,['circular reasoning']
3394,"While a self-educated individual can be incredibly intelligent. An education not obtained through an accredited institution such as a college or university has little impact on the person's hirability. A freely obtained education therefore might distract a criminal personality, for a time. However because it ultimately won't change the situation for most people, it will most likely not prevent much crime, and might produce smarter and thus more dangerous criminals.Under a UBI being hired to a job is not a requirement for survival.",['circular reasoning']
3395,"Mormons must assume the New Testament to be true to be legitimate themselves. Therefore, we cannot appeal to the book of Mormon as evidence for Jesus as the Messiah.The idea that ""they must assume the New Testament to be true to legitimize themselves"" assumes the inherent truth of more orthodox forms of Christianity.",['circular reasoning']
3396,"Edward de Vere died in 1604, which was the same year that Shakespeare most likely wrote King Lear, and well before he most likely wrote The Winter's Tale and The Tempest.By comparison, the man from Stratford didn't die until 1616. Seeing as most of Shakespeare's best work were written after 1604, this takes Shakespeare's artistic development over time into account.",['circular reasoning']
3397,"It is not the marxists per se, it is the relative absense of conservative voices and the massive overrepesentation of marxist voices.The absence of conservative voices is irrelevant. Conservatives have bias too, so there is no reason to say that their absence affects negatively social sciences.",['equivocation']
3398,"The God of classical monotheism (omniscient, omnipotent, and omnibenevolent mind) exists.God or Gods may exist & might have created our civilization; He/They might have been ultra-intelligent Beings (extra-terrestrials) from a much more advanced civilization in another universe who visited earth & started a civilization here, some scientists had theorized.",['equivocation']
3399,"The God of classical monotheism (omniscient, omnipotent, and omnibenevolent mind) exists.God is a a metaphor for ""some cause, which we do not understand.” and thus exists.",['equivocation']
3400,"To be able to recognize evidence in any sphere requires sufficient education on the matter , or in the realm of spiritual and moral values requires and elevated level of consiousness in order to be able to see it.Every society takes certain moral truths as self-evident. Any outliers that don't accept these morals are thought to be lower in consciousness and are if they transgress social norms or government laws (which in some cases enforce moral values) are sometimes punished. The society does not doubt the veracity of the moral truths it holds to be self-evident because a few don't see it that way.",['equivocation']
3401,"Science is political.Science values facts and sound reasoning. If there are politics that revile those approaches, science is inherently opposed to them. Since such politics do exist, science is opposed to those politics.",['equivocation']
3402,"Strawman: Theism does not necessarily hold that intercessory prayer will evoke a response from God that complies with a request.In the Christian Bible, there are clear examples of prayer requests being denied and answered by God. This demonstrates that God is not some “on-demand” service.",['equivocation']
3403,"Humans should stop eating animal meat.Moving from the consumption of meat in totality would signal a move from prioritizing our biological predispositions, as highly adapted persistence hunters, towards an emphasis on valuation of all life without regard for the occupied stratum of consciousness of the consumed. This is contradictory because of the difficulty in the determination of self-awareness of many types and complexities of life-forms, plants included, thus creating a difficulty in the determination of an objective boundary.",['equivocation']
3404,"Even if Christianity were proven to be true, it would not be moral to follow it. If the God of the Bible is accurately depicted in the text, it would be morally necessary to oppose such a being.If Christianity were proven true, then all things including all morals and the true ""right and wrong"" would have been created by the Christian God. So it would be morally right to follow God's every command.",['equivocation']
3405,"Unobserved events with no experimental backup are only philosophical ideas.Science deals with what we can test and observe. If I come up with a theory that theory, however well grounded in sound reason, still must be tested in order for it to be accepted as scientific fact. Einstein would not be the genius that we regard him as today if his theories of gravity affecting the path of light or time dilation were never observed. His theories would have died.",['equivocation']
3406,"The existence of a transcendent Creator is demonstrated through the Kalam argument.Everything which began to exist has a cause. Since the universe began to exist, it must have a cause.",['equivocation']
3407,"Even though a fetus cannot necessarily exist outside a mother's body immediately, it is a living being with the potential to live a full life and therefore should be protected.Abortions have the same ethical ramifications as abstinence and contraception - all three result in the lack of a life that could have existed. If abortion is unethical, so is avoiding impregnating and avoiding being impregnated at any time.",['equivocation']
3408,"Abortions are immoral.Abortions have the same ethical ramifications as abstinence and contraception - all three result in the lack of a life that could have existed. If abortion is unethical, so is avoiding impregnating and avoiding being impregnated at any time.",['equivocation']
3409,"If someone does not value their life, they won't have a reason to ""follow"" this. The statement itself doesn't force someone to put value on their own life.the law does not force someone to follow it, it merely enacts consequences.",['equivocation']
3410,"Absurdity of Life without God 1. Life can only have meaning, value, and purpose if God exists. 2. Life has meaning, value, and purpose. 3. Therefore, God exists. VideoPurpose of life is to live and reproduce. If we take these two function to living organism, it will perish. Also humans could find other meanings, but if they don't stay alive and have babies, humans will disappear.",['equivocation']
3411,"Not all forms of theism define faith as “blind” or some unwarranted assertion. The Christian view of “faith,” includes the use of reason and logic. Christ’s representatives are commanded by scripture to use their minds to discern truth (Matthew 22:37, 2 Timothy 3:16, 1 Timothy 4:13, 15-16, Ephesians 5:15-17). Christian faith includes an intellectual pursuit of who God is, the world He created, and the reasons for our faith (1 Peter 3:15). Reason and logic are necessary to accomplish this task.Faith is denoted as simply trusting in something or someone, or accepting something without proof.  It's not inherently theistic in nature.  Anyone choosing to accept something as factual without any actual evidence (such as the theory that the universe and life are evolving) is exercising faith.",['equivocation']
3412,"The contingency argument (also known as the Leibnizian or modal cosmological argument) states that anything which exists must have sufficient reason to exist. Since the universe exists it must have a sufficient reason, and that reason would be God.If accepted, this would only show that God is necessary when the universe exists, so God, in this case, is only as necessary as the universe is.",['equivocation']
3413,"Argument from ignorance/God of the gaps fallacy. Just because physicists do not (yet) know everything that would explain these constants, it does not follow that ""God did it"".The parent is a strawman. The argument considers chance, physical necessity, and a designer as three options. The “God” hypothesis is never put forward. The fact that a designer is consistent with and increases evidence for the proposition, “God exists” is irrelevant.",['equivocation']
3414,"People should not follow any specific religion.The argument that people should not follow any religion is an equivocation. Whatever you believe is necessarily a ""religion,"" or at least a ""philosophy"" with at least one prescriber (you.) And this is exactly the point of this discussion, to ""tailor beliefs"" and discuss which belief is best, based on all factors. You cannot avoid prescribing to one set of beliefs. A religion can be loosely defined as ""A set of beliefs.""",['equivocation']
3415,"If God is all-powerful, then he would be powerful enough to reconcile existent evil with his all-loving nature (assuming it is logically possible  for an all-powerful being to have such power).An all-powerful God would be powerful enough to overcome any objection to the compatibility of evil's existence with his all-loving nature.",['equivocation']
3416,"If God is all-powerful, then he would be powerful enough to reconcile existent evil with his all-loving nature (assuming it is logically possible for an all-powerful being to have such power).An all-powerful God would be powerful enough to overcome any objection to the compatibility of evil's existence with his all-loving nature.",['equivocation']
3417,"There is no proper analogy between God's right as an ""owner"" of his creation, and our rights as ""owner"" of our creations.Saying 'God is a special case, we can't hold them to the same standard' is the logical fallacy of special pleading.",['equivocation']
3418,"Faith is a defective epistemology. Theism ultimately rests on Faith which is choosing to be more confident in certain propositions than warranted by evidence alone.As no one can know any worldview is true with 100% certainty, all worldviews are ultimately chosen on some measure of faith. The measure of individual certainty could be 90%, 70%, or even 51% depending on the epistomological methods of the believer. However, the amount of certainty does not change the reality that all worldviews must be taken as true on some measure of faith to fill the remaining gap. Facing this gap and accepting the worldview as true is what theists typically mean by “faith.”",['equivocation']
3419,"All of science relies on faith to some extent.The scientific method itself rests on nonscientific thought, because its validity relies on several fundamental ideas about the nature of reality that cannot themselves be justified scientifically. Even if such ideas seem obvious, their truth is far from a logical necessity, but must be postulated as true.",['equivocation']
3420,"CS Lewis's second premise (""If there is a universal Moral Law, there is a Moral Law-giver"") is unsubstantiated.Lewis doesn't explain why moral laws require a law-giver, even though there are other laws that are not dependent on minds. Laws of Physics, for example.",['equivocation']
3421,"Laws do not require lawgivers.Lewis doesn't explain why moral laws require a law-giver, even though there are other laws that are not dependent on minds. Laws of Physics, for example.",['equivocation']
3422,"While true, the claim in no way shows that it is improper to use the conclusions of scientific research as evidence for non-scientific conclusions. Nor is it improper to use certain non-scientific conclusions as scientific evidence.The ""scientific method"" is not derived from science. Indeed, it could not be, for that would mean that it existed before it was derived. Therefore, science itself is based on a philosophical, not a scientific foundation.",['equivocation']
3423,"Free will is non-deterministic order. Deterministic systems produce only deterministic things, and random systems produce only randomness. Therefore, non-deterministic order cannot be the product of deterministic order or randomness, so it can only be the product of another instance of non-deterministic order.Randomness can cause order and be predictable at scale. Statistics is the study of that.",['equivocation']
3424,"The extent to which ~B is evidence against A may not be significant.If we tested a sample of martian soil and found a life form in it, that would be very strong evidence that there is extraterrestrial life in the universe. But if we didn't find a life form in it, that would only be very weak (i.e. not significant) evidence against the claim that there is extraterrestrial life in the universe.",['equivocation']
3425,"Drange's argument 
1 God is omniscient.
2 God is omnipotent.
3 God wants everyone to believe in him.
4 Since God is omniscient, he knows exactly what demonstration would convince any given person that he exists.
5 Since God is omnipotent, he is capable of performing this demonstration.
6 Since God wants everyone to believe in him, he wants to perform this demonstration.
7 However, atheists manifestly exist.
8 Therefore, the god described by the first three conditions does not exist.Since (3) and (6) claim to know what God wants, this is either an argument from omniscience or affirmation that God exists. Without some sort of special revelation from God, one would have to be omniscient to know what God would want to do in any set of circumstances. Perhaps Drange recieved some special revelation from God to support (3) and (6). If this is the case, God exists.",['equivocation']
